DeploymentYear,total.spring,total.nov,total.dec,total.jan,total.feb,total.mar
ABMI-1592-SW_2015,68,0,0,0,8,31
ABMI-1593-NE_2017,78,0,0,0,13,31
ABMI-1593-NW_2017,78,0,0,0,13,31
ABMI-1593-SE_2017,78,0,0,0,13,31
ABMI-1593-SW_2017,78,0,0,0,13,31
ABMI-1594-NE_2017,78,0,0,0,13,31
ABMI-1594-NW_2017,78,0,0,0,13,31
ABMI-1594-SE_2017,78,0,0,0,13,31
ABMI-1594-SW_2017,78,0,0,0,13,31
ABMI-1595-NE_2016,78,0,0,0,0,26
ABMI-1595-NW_2016,78,0,0,0,0,26
ABMI-1595-SE_2016,56,0,0,0,0,26
ABMI-1595-SW_2016,78,0,0,0,0,26
ABMI-1596-NE_2018,78,0,0,0,7,31
ABMI-1596-NW_2018,76,0,0,0,7,31
ABMI-1596-SE_2018,78,0,0,0,7,31
ABMI-1596-SW_2018,52,0,0,0,7,31
ABMI-1597-NE_2017,78,0,0,0,11,31
ABMI-1597-NE_2018,78,0,0,0,11,31
ABMI-1597-NW_2017,78,0,0,0,11,31
ABMI-1597-SE_2017,78,0,0,0,11,31
ABMI-1597-SW_2017,78,0,0,0,11,31
ABMI-1597-SW_2018,78,0,0,0,11,31
ABMI-1598-NE_2018,78,0,0,0,5,31
ABMI-1598-NW_2018,73,0,0,0,5,31
ABMI-1598-SE_2018,78,0,0,0,5,31
ABMI-1598-SW_2018,74,0,0,0,5,31
ABMI-15-NE_2015,78,0,0,0,0,20
ABMI-15-NW_2015,76,0,0,0,0,20
ABMI-15-SE_2015,78,0,0,0,0,20
ABMI-15-SW_2015,78,0,0,0,0,20
ABMI-1601-NE_2015,64,0,0,0,0,16
ABMI-1601-NW_2015,78,0,0,0,0,16
ABMI-1601-SE_2015,78,0,0,0,0,16
ABMI-1601-SW_2015,78,0,0,0,0,16
ABMI-1602-NE_2015,78,0,0,0,0,16
ABMI-1602-NW_2015,78,0,0,0,0,16
ABMI-1602-SE_2015,78,0,0,0,0,16
ABMI-1602-SW_2015,78,0,0,0,0,16
ABMI-1603-NE_2015,78,0,0,0,0,14
ABMI-1603-NW_2015,78,0,0,0,0,14
ABMI-1603-SE_2015,78,0,0,0,0,14
ABMI-1603-SW_2015,78,0,0,0,0,14
ABMI-1604-NE_2017,78,0,0,0,26,31
ABMI-1604-NW_2017,78,0,0,0,26,31
ABMI-1604-SE_2017,78,0,0,0,26,31
ABMI-1604-SW_2017,0,0,0,0,13,0
ABMI-1605-NE_2017,78,0,0,0,28,31
ABMI-1605-NW_2017,45,0,0,0,28,31
ABMI-1605-SE_2017,78,0,0,0,24,31
ABMI-1605-SW_2017,67,0,0,0,28,31
ABMI-1606-NE_2017,71,0,0,0,24,31
ABMI-1606-NW_2017,78,0,0,0,24,31
ABMI-1606-SE_2017,78,0,0,0,24,31
ABMI-1606-SW_2017,78,0,0,0,24,31
ABMI-1607-NE_2018,69,0,0,0,14,31
ABMI-1607-SW_2018,59,0,0,0,14,31
ABMI-1608-NE_2018,78,0,0,15,28,31
ABMI-1608-SW_2018,78,0,0,15,28,31
ABMI-1609-SW_2018,78,0,0,14,28,31
ABMI-1610-NE_2016,78,0,0,0,0,30
ABMI-1610-NW_2016,78,0,0,0,0,30
ABMI-1610-SE_2016,78,0,0,0,0,30
ABMI-1610-SW_2016,78,0,0,0,0,30
ABMI-1611-NE_2016,78,0,0,0,0,30
ABMI-1611-NW_2016,78,0,0,0,0,30
ABMI-1611-SE_2016,78,0,0,0,0,30
ABMI-1611-SW_2016,78,0,0,0,0,30
ABMI-1612B-NE_2016,78,0,0,0,0,28
ABMI-1612B-NW_2016,78,0,0,0,0,28
ABMI-1612B-SE_2016,78,0,0,0,0,28
ABMI-1612B-SW_2016,0,0,0,0,0,2
ABMI-1618-NE_2015,78,0,0,0,0,12
ABMI-1618-NW_2015,78,0,0,0,0,12
ABMI-1618-SE_2015,78,0,0,0,0,12
ABMI-1618-SW_2015,78,0,0,0,0,12
ABMI-1620-NE_2015,78,0,0,0,0,14
ABMI-1620-NW_2015,78,0,0,0,0,14
ABMI-1620-SE_2015,78,0,0,0,0,14
ABMI-1620-SW_2015,78,0,0,0,0,14
ABMI-1621-NE_2017,78,0,0,0,27,31
ABMI-1621-NW_2017,78,0,0,0,27,31
ABMI-1621-SE_2017,78,0,0,0,27,31
ABMI-1621-SW_2017,78,0,0,0,27,31
ABMI-1622-NE_2017,78,0,0,0,25,31
ABMI-1622-NW_2017,78,0,0,0,25,31
ABMI-1622-SE_2017,78,0,0,0,25,31
ABMI-1622-SW_2017,78,0,0,0,25,31
ABMI-1623-NE_2017,78,0,0,0,26,31
ABMI-1623-NW_2017,78,0,0,0,26,31
ABMI-1623-SE_2017,78,0,0,0,26,31
ABMI-1623-SW_2017,78,0,0,0,26,31
ABMI-1624-NE_2018,78,0,0,15,28,31
ABMI-1624-SW_2018,62,0,0,15,28,31
ABMI-1625-NE_2018,78,0,0,15,28,31
ABMI-1625-SW_2018,78,0,0,15,28,31
ABMI-1626-NE_2018,78,0,0,14,28,31
ABMI-1626-SW_2018,78,0,0,8,28,31
ABMI-1627B-NE_2016,78,0,0,0,0,29
ABMI-1627B-NW_2016,48,0,0,0,0,29
ABMI-1627B-SE_2016,78,0,0,0,0,29
ABMI-1627B-SW_2016,62,0,0,0,0,30
ABMI-1628-NE_2016,78,0,0,0,0,29
ABMI-1628-NW_2016,78,0,0,0,0,29
ABMI-1628-SE_2016,78,0,0,0,0,29
ABMI-1628-SW_2016,78,0,0,0,0,29
ABMI-1629-NE_2016,78,0,0,0,0,28
ABMI-1629-NW_2016,78,0,0,0,0,28
ABMI-1629-SE_2016,78,0,0,0,0,28
ABMI-1629-SW_2016,78,0,0,0,0,28
ABMI-1635-NE_2015,78,0,0,0,0,15
ABMI-1635-NW_2015,78,0,0,0,0,15
ABMI-1635-SE_2015,65,0,0,0,0,15
ABMI-1635-SW_2015,78,0,0,0,0,15
ABMI-1636-NE_2015,78,0,0,0,0,15
ABMI-1636-NW_2015,78,0,0,0,0,15
ABMI-1636-SE_2015,78,0,0,0,0,15
ABMI-1636-SW_2015,56,0,0,0,0,15
ABMI-1637-NE_2015,78,0,0,0,0,13
ABMI-1637-NW_2015,78,0,0,0,0,13
ABMI-1637-SE_2015,78,0,0,0,0,13
ABMI-1637-SW_2015,78,0,0,0,0,13
ABMI-1638-NE_2017,78,0,0,1,28,31
ABMI-1638-NW_2017,78,0,0,1,28,31
ABMI-1638-SE_2017,60,0,0,1,28,31
ABMI-1639-NE_2017,34,0,0,1,28,31
ABMI-1639-NW_2017,39,0,0,0,28,31
ABMI-1639-SE_2017,78,0,0,0,28,31
ABMI-1639-SW_2017,78,0,0,0,28,31
ABMI-1640-NE_2017,78,0,0,0,0,18
ABMI-1640-NW_2017,78,0,0,0,0,18
ABMI-1640-SE_2017,78,0,0,0,0,18
ABMI-1640-SW_2017,78,0,0,0,0,18
ABMI-1641-NE_2018,78,0,0,0,16,31
ABMI-1642-NE_2018,0,0,0,8,4,0
ABMI-1642-SW_2018,78,0,0,8,28,31
ABMI-1643-NE_2018,78,0,0,8,28,31
ABMI-1643-SW_2018,78,0,0,8,28,31
ABMI-1644-NE_2016,62,0,0,0,0,27
ABMI-1644-NW_2016,61,0,0,0,0,27
ABMI-1644-SE_2016,78,0,0,0,0,27
ABMI-1644-SW_2016,78,0,0,0,0,27
ABMI-1645-NE_2016,78,0,0,0,0,27
ABMI-1645-NW_2016,78,0,0,0,0,27
ABMI-1645-SE_2016,78,0,0,0,0,27
ABMI-1645-SW_2016,56,0,0,0,0,27
ABMI-1647-NE_2017,78,0,0,0,0,12
ABMI-1647-NW_2017,78,0,0,0,0,12
ABMI-1647-SE_2017,78,0,0,0,0,12
ABMI-1647-SW_2017,78,0,0,0,0,12
ABMI-1648-NE_2018,78,30,31,31,28,31
ABMI-1648-NW_2018,78,30,31,31,28,31
ABMI-1648-SE_2018,0,30,16,0,0,0
ABMI-1649-NE_2018,78,30,31,31,28,31
ABMI-1649-NW_2018,78,30,31,31,28,31
ABMI-1649-SE_2018,78,30,31,31,28,31
ABMI-1649-SW_2018,78,30,31,31,28,31
ABMI-1650-NE_2018,62,30,31,31,28,31
ABMI-1650-NW_2018,48,30,31,31,28,31
ABMI-1650-SE_2018,78,30,31,31,28,31
ABMI-1650-SW_2018,78,30,31,31,28,31
ABMI-1651-NE_2016,78,0,0,0,0,28
ABMI-1651-NW_2016,78,0,0,0,0,28
ABMI-1651-SE_2016,78,0,0,0,0,28
ABMI-1651-SW_2016,78,0,0,0,0,28
ABMI-1652-NE_2016,78,0,0,0,0,27
ABMI-1652-NW_2016,78,0,0,0,0,27
ABMI-1652-SE_2016,0,0,0,0,0,17
ABMI-1652-SW_2016,30,0,0,0,0,28
ABMI-1653-NE_2016,78,0,0,0,0,26
ABMI-1653-NW_2016,78,0,0,0,0,26
ABMI-1653-SE_2016,78,0,0,0,0,26
ABMI-1653-SW_2016,78,0,0,0,0,26
ABMI-1656-SE_2018,78,30,31,31,28,31
ABMI-1656-SW_2018,78,30,31,31,28,31
ABMI-16-NE_2017,78,0,0,0,27,31
ABMI-16-NW_2017,78,0,0,0,27,31
ABMI-16-SE_2017,78,0,0,0,27,31
ABMI-16-SW_2017,78,0,0,0,27,31
ABMI-17-NE_2017,78,0,0,0,27,31
ABMI-17-NW_2017,78,0,0,0,27,31
ABMI-17-SE_2017,78,0,0,0,27,31
ABMI-17-SW_2017,78,0,0,0,27,31
ABMI-181-NE_2017,78,0,0,0,24,31
ABMI-181-NW_2017,39,0,0,0,24,31
ABMI-181-SE_2017,78,0,0,0,24,31
ABMI-181-SW_2017,69,0,0,0,24,31
ABMI-182-NE_2017,78,0,0,0,22,31
ABMI-182-NW_2017,78,0,0,0,22,31
ABMI-182-SE_2017,78,0,0,0,23,31
ABMI-182-SW_2017,78,0,0,0,23,31
ABMI-183-NE_2017,78,0,0,0,25,31
ABMI-183-NW_2017,78,0,0,0,25,31
ABMI-183-SE_2017,78,0,0,0,25,31
ABMI-183-SW_2017,78,0,0,0,26,31
ABMI-187-NE_2018,67,0,0,0,0,0
ABMI-187-NW_2018,67,0,0,0,0,0
ABMI-187-SE_2018,67,0,0,0,0,0
ABMI-187-SW_2018,67,0,0,0,0,0
ABMI-18-NE_2017,78,0,0,0,28,31
ABMI-18-NW_2017,78,0,0,0,28,31
ABMI-18-SE_2017,78,0,0,0,28,31
ABMI-18-SW_2017,41,0,0,0,28,31
ABMI-19-NE_2018,78,3,31,31,28,31
ABMI-19-SW_2018,78,3,31,31,28,31
ABMI-1-NE_2015,78,0,0,0,0,20
ABMI-1-NW_2015,78,0,0,0,0,20
ABMI-1-SE_2015,78,0,0,0,0,20
ABMI-1-SW_2015,78,0,0,0,0,20
ABMI-210-NE_2017,78,0,0,0,24,31
ABMI-210-NW_2017,37,0,0,0,24,31
ABMI-210-SE_2017,78,0,0,0,24,31
ABMI-210-SW_2017,78,0,0,0,24,31
ABMI-211-NE_2017,78,0,0,0,23,31
ABMI-211-NW_2017,78,0,0,0,23,31
ABMI-211-SE_2017,78,0,0,0,23,31
ABMI-211-SW_2017,78,0,0,0,24,31
ABMI-212-NE_2017,78,0,0,0,25,31
ABMI-212-NW_2017,78,0,0,0,25,31
ABMI-212-SE_2017,78,0,0,0,25,31
ABMI-212-SW_2017,78,0,0,0,25,31
ABMI-213-NE_2018,78,1,31,31,28,31
ABMI-213-SW_2018,78,1,31,31,28,31
ABMI-234-NE_2016,78,30,31,31,28,31
ABMI-234-NW_2016,78,30,31,31,28,31
ABMI-234-SE_2015,78,0,0,0,1,31
ABMI-234-SE_2016,78,30,31,31,28,31
ABMI-234-SW_2016,78,30,31,31,28,31
ABMI-235-NE_2015,78,0,0,0,3,31
ABMI-235-NE_2016,78,30,31,31,28,31
ABMI-235-NW_2015,78,0,0,0,3,31
ABMI-235-NW_2016,78,30,31,31,28,31
ABMI-235-SE_2015,78,0,0,0,3,31
ABMI-235-SE_2016,78,30,31,31,28,31
ABMI-235-SW_2015,78,0,0,0,3,31
ABMI-235-SW_2016,78,30,31,31,28,31
ABMI-236-NE_2015,78,0,0,0,3,31
ABMI-236-NE_2016,78,30,31,31,28,31
ABMI-236-NW_2015,78,0,0,0,3,31
ABMI-236-NW_2016,78,30,31,31,28,31
ABMI-236-SE_2015,78,0,0,0,3,31
ABMI-236-SE_2016,78,30,31,31,28,31
ABMI-236-SW_2015,78,0,0,0,3,31
ABMI-236-SW_2016,78,30,31,31,28,31
ABMI-238-NE_2018,78,1,31,31,28,31
ABMI-238-SW_2018,78,1,31,31,28,31
ABMI-239-NE_2018,78,1,31,31,28,31
ABMI-239-SW_2018,78,1,31,31,28,31
ABMI-240-NE_2016,78,0,0,0,0,9
ABMI-240-NW_2016,76,0,0,0,0,9
ABMI-240-SE_2016,78,0,0,0,0,9
ABMI-240-SW_2016,78,0,0,0,0,9
ABMI-241-NE_2016,78,0,0,0,0,10
ABMI-241-NW_2016,78,0,0,0,0,10
ABMI-241-SE_2016,78,0,0,0,0,10
ABMI-241-SW_2016,78,0,0,0,0,10
ABMI-242-NE_2016,78,0,0,0,0,11
ABMI-242-NW_2016,78,0,0,0,0,11
ABMI-242-SE_2016,78,0,0,0,0,11
ABMI-242-SW_2016,78,0,0,0,0,11
ABMI-264-NE_2015,78,0,0,0,1,31
ABMI-264-NE_2016,78,30,31,31,28,31
ABMI-264-NW_2015,78,0,0,0,1,31
ABMI-264-NW_2016,78,30,31,31,28,31
ABMI-264-SE_2015,78,0,0,0,1,31
ABMI-264-SE_2016,78,30,31,31,28,31
ABMI-264-SW_2015,78,0,0,0,1,31
ABMI-264-SW_2016,78,30,31,31,28,31
ABMI-265-NE_2015,78,0,0,0,0,30
ABMI-265-NE_2016,78,30,31,31,28,31
ABMI-265-NW_2015,78,0,0,0,0,30
ABMI-265-NW_2016,78,30,31,31,28,31
ABMI-265-SE_2015,78,0,0,0,3,31
ABMI-265-SE_2016,78,30,31,31,28,31
ABMI-265-SW_2015,78,0,0,0,0,30
ABMI-265-SW_2016,78,30,31,31,28,31
ABMI-266-NE_2015,78,0,0,0,4,31
ABMI-266-NE_2016,78,30,31,31,28,31
ABMI-266-NW_2015,78,0,0,0,4,31
ABMI-266-NW_2016,78,30,31,31,28,31
ABMI-266-SE_2015,78,0,0,0,4,31
ABMI-266-SE_2016,78,30,31,31,28,31
ABMI-266-SW_2015,78,0,0,0,4,31
ABMI-266-SW_2016,78,30,31,31,28,31
ABMI-267-NE_2018,78,0,30,31,28,31
ABMI-267-SW_2018,78,0,30,31,28,31
ABMI-268-NE_2018,78,0,30,31,28,31
ABMI-268-SW_2018,78,0,30,31,28,31
ABMI-269-NE_2018,78,0,29,31,28,31
ABMI-269-SW_2018,78,0,29,31,28,31
ABMI-270-NE_2016,78,0,0,0,0,9
ABMI-270-NW_2016,78,0,0,0,0,9
ABMI-270-SE_2016,78,0,0,0,0,9
ABMI-270-SW_2016,78,0,0,0,0,9
ABMI-271-NE_2016,78,0,0,0,0,10
ABMI-271-NW_2016,78,0,0,0,0,10
ABMI-271-SE_2016,78,0,0,0,0,10
ABMI-271-SW_2016,28,0,0,0,0,10
ABMI-272-NE_2016,76,0,0,0,0,11
ABMI-272-NW_2016,78,0,0,0,0,11
ABMI-272-SE_2016,78,0,0,0,0,11
ABMI-272-SW_2016,78,0,0,0,0,11
ABMI-277-NE_2018,68,0,0,0,0,0
ABMI-277-NW_2018,53,0,0,0,0,0
ABMI-277-SE_2018,68,0,0,0,0,0
ABMI-277-SW_2018,68,0,0,0,0,0
ABMI-294-NE_2015,78,0,0,0,0,30
ABMI-294-NE_2016,78,30,31,31,28,31
ABMI-294-NW_2015,78,0,0,0,0,30
ABMI-294-NW_2016,78,30,31,31,28,31
ABMI-294-SE_2015,78,0,0,0,0,30
ABMI-294-SE_2016,78,30,31,31,28,31
ABMI-294-SW_2015,78,0,0,0,0,30
ABMI-294-SW_2016,78,30,31,31,28,31
ABMI-295-NE_2015,78,0,0,0,0,29
ABMI-295-NE_2016,78,30,31,31,28,31
ABMI-295-NW_2015,78,0,0,0,0,29
ABMI-295-NW_2016,78,30,31,31,28,31
ABMI-295-SE_2015,78,0,0,0,0,29
ABMI-295-SE_2016,78,30,31,31,28,31
ABMI-295-SW_2015,78,0,0,0,0,29
ABMI-295-SW_2016,78,30,31,31,28,31
ABMI-296-NE_2015,78,0,0,0,4,31
ABMI-296-NE_2016,78,30,31,31,28,31
ABMI-296-NW_2015,78,0,0,0,4,31
ABMI-296-NW_2016,78,30,31,31,28,31
ABMI-296-SE_2015,78,0,0,0,4,31
ABMI-296-SE_2016,78,30,31,31,28,31
ABMI-296-SW_2015,78,0,0,0,4,31
ABMI-296-SW_2016,78,30,31,31,28,31
ABMI-297-NE_2018,78,0,30,31,28,31
ABMI-297-SW_2018,78,0,30,31,28,31
ABMI-298-NE_2018,78,4,31,31,28,31
ABMI-298-SW_2018,78,4,31,31,28,31
ABMI-299-NE_2018,78,4,31,31,28,31
ABMI-299-SW_2018,78,0,29,31,28,31
ABMI-2-NE_2015,78,0,0,0,0,19
ABMI-2-NW_2015,78,0,0,0,0,19
ABMI-2-SE_2015,78,0,0,0,0,19
ABMI-2-SW_2015,78,0,0,0,0,19
ABMI-300-NE_2016,78,0,0,0,0,9
ABMI-300-NW_2016,78,0,0,0,0,9
ABMI-300-SE_2016,9,0,0,0,0,9
ABMI-300-SW_2016,78,0,0,0,0,9
ABMI-301-NE_2016,78,0,0,0,0,10
ABMI-301-NW_2016,78,0,0,0,0,10
ABMI-301-SE_2016,78,0,0,0,0,10
ABMI-301-SW_2016,78,0,0,0,0,10
ABMI-302-NE_2016,78,0,0,0,0,11
ABMI-302-NW_2016,78,0,0,0,0,11
ABMI-302-SE_2016,78,0,0,0,0,11
ABMI-302-SW_2016,49,0,0,0,0,11
ABMI-317-NE_2017,78,0,0,0,1,31
ABMI-317-NW_2017,78,0,0,0,1,31
ABMI-317-SE_2017,78,0,0,0,1,31
ABMI-317-SW_2017,78,0,0,0,1,31
ABMI-318-NE_2017,78,0,0,0,1,31
ABMI-318-NW_2017,78,0,0,0,1,31
ABMI-318-SE_2017,78,0,0,0,1,31
ABMI-318-SW_2017,78,0,0,0,1,31
ABMI-319-NE_2017,78,0,0,0,1,31
ABMI-319-NW_2017,78,0,0,0,1,31
ABMI-319-SE_2017,78,0,0,0,1,31
ABMI-319-SW_2017,78,0,0,0,1,31
ABMI-320-NE_2018,78,30,31,31,28,31
ABMI-320-NW_2018,78,30,31,31,28,31
ABMI-320-SE_2018,78,30,31,31,28,31
ABMI-320-SW_2018,78,30,31,31,28,31
ABMI-321-NE_2018,78,30,31,31,28,31
ABMI-321-NW_2018,78,30,31,31,28,31
ABMI-321-SE_2018,78,30,31,31,28,31
ABMI-321-SW_2018,78,30,31,31,28,31
ABMI-322-NE_2018,78,30,31,31,28,31
ABMI-322-NW_2018,0,30,5,0,0,0
ABMI-322-SE_2018,78,30,31,31,28,31
ABMI-322-SW_2018,78,30,31,31,28,31
ABMI-323-NE_2016,78,0,0,0,0,15
ABMI-323-NW_2016,78,0,0,0,0,15
ABMI-323-SE_2016,78,0,0,0,0,15
ABMI-323-SW_2016,78,0,0,0,0,15
ABMI-324-NE_2016,78,0,0,0,0,15
ABMI-324-NW_2016,78,0,0,0,0,15
ABMI-324-SE_2016,78,0,0,0,0,15
ABMI-324-SW_2016,78,0,0,0,0,15
ABMI-325-NE_2016,78,0,0,0,0,15
ABMI-325-NW_2016,78,0,0,0,0,15
ABMI-325-SE_2016,78,0,0,0,0,15
ABMI-325-SW_2016,78,0,0,0,0,15
ABMI-329-NE_2015,78,0,0,0,10,31
ABMI-329-NW_2015,78,0,0,0,10,31
ABMI-329-SE_2015,78,0,0,0,10,31
ABMI-329-SW_2015,78,0,0,0,10,31
ABMI-32-NE_2015,78,0,0,0,0,21
ABMI-330-NE_2015,78,0,0,0,10,31
ABMI-330-NW_2015,78,0,0,0,10,31
ABMI-330-SE_2015,0,0,0,0,10,1
ABMI-330-SW_2015,78,0,0,0,10,31
ABMI-331-NE_2015,78,0,0,0,9,31
ABMI-331-NW_2015,78,0,0,0,9,31
ABMI-331-SE_2015,78,0,0,0,9,31
ABMI-331-SW_2015,78,0,0,0,9,31
ABMI-332-NE_2017,78,0,0,0,15,31
ABMI-332-NW_2017,78,0,0,0,15,31
ABMI-332-SE_2017,78,0,0,0,15,31
ABMI-332-SW_2017,78,0,0,0,15,31
ABMI-33-NE_2015,30,0,0,0,0,18
ABMI-33-NW_2015,78,0,0,0,0,18
ABMI-33-SE_2015,78,0,0,0,0,18
ABMI-33-SW_2015,78,0,0,0,0,18
ABMI-346-NE_2017,78,0,0,0,0,30
ABMI-346-NW_2017,78,0,0,0,0,30
ABMI-346-SE_2017,78,0,0,0,0,30
ABMI-347-NE_2017,78,0,0,0,0,31
ABMI-347-NW_2017,78,0,0,0,0,31
ABMI-347-SE_2017,78,0,0,0,0,31
ABMI-347-SW_2017,78,0,0,0,0,31
ABMI-348-NE_2017,78,0,0,0,0,31
ABMI-348-NW_2017,78,0,0,0,0,31
ABMI-348-SE_2017,78,0,0,0,0,31
ABMI-348-SW_2017,78,0,0,0,0,31
ABMI-349-NE_2018,78,30,31,31,28,31
ABMI-349-NW_2018,78,30,31,31,28,31
ABMI-349-SE_2018,39,30,31,31,28,31
ABMI-349-SW_2018,78,30,31,31,28,31
ABMI-34-NE_2015,78,0,0,0,0,20
ABMI-34-NW_2015,78,0,0,0,0,20
ABMI-34-SE_2015,78,0,0,0,0,20
ABMI-34-SW_2015,78,0,0,0,0,20
ABMI-350-NE_2018,0,30,14,0,0,0
ABMI-350-NW_2018,78,30,31,31,28,31
ABMI-350-SE_2018,78,30,31,31,28,31
ABMI-350-SW_2018,78,30,31,31,28,31
ABMI-351-NE_2018,78,30,31,31,28,31
ABMI-351-NW_2018,78,30,31,31,28,31
ABMI-351-SE_2018,78,30,31,31,28,31
ABMI-351-SW_2018,78,30,31,31,28,31
ABMI-352-NE_2016,78,0,0,0,0,14
ABMI-352-NW_2016,78,0,0,0,0,14
ABMI-352-SE_2016,78,0,0,0,0,14
ABMI-352-SW_2016,78,0,0,0,0,14
ABMI-353-NE_2016,78,0,0,0,0,14
ABMI-353-NW_2016,78,0,0,0,0,14
ABMI-353-SE_2016,78,0,0,0,0,14
ABMI-353-SW_2016,78,0,0,0,0,14
ABMI-354-NE_2016,76,0,0,0,0,14
ABMI-354-NW_2016,78,0,0,0,0,14
ABMI-354-SE_2016,78,0,0,0,0,14
ABMI-354-SW_2016,78,0,0,0,0,14
ABMI-358-NE_2015,78,0,0,0,9,31
ABMI-358-NW_2015,78,0,0,0,9,31
ABMI-358-SE_2015,14,0,0,0,9,31
ABMI-358-SW_2015,78,0,0,0,9,31
ABMI-359-NE_2015,78,0,0,0,8,31
ABMI-359-NW_2015,78,0,0,0,8,31
ABMI-359-SE_2015,78,0,0,0,8,31
ABMI-359-SW_2015,78,0,0,0,8,31
ABMI-35-NE_2017,78,0,0,0,27,31
ABMI-35-NW_2017,78,0,0,0,27,31
ABMI-35-SE_2017,78,0,0,0,27,31
ABMI-35-SW_2017,0,0,0,0,9,0
ABMI-360-NE_2015,78,0,0,0,10,31
ABMI-360-NW_2015,78,0,0,0,9,31
ABMI-360-SE_2015,78,0,0,0,10,31
ABMI-360-SW_2015,78,0,0,0,10,31
ABMI-361-NE_2017,78,0,0,0,15,31
ABMI-361-NW_2017,78,0,0,0,15,31
ABMI-361-SE_2017,78,0,0,0,15,31
ABMI-361-SW_2017,78,0,0,0,15,31
ABMI-362-NE_2017,78,0,0,0,15,31
ABMI-362-NW_2017,78,0,0,0,15,31
ABMI-362-SE_2017,78,0,0,0,15,31
ABMI-362-SW_2017,78,0,0,0,15,31
ABMI-36-NE_2017,78,0,0,0,26,31
ABMI-36-NW_2017,78,0,0,0,26,31
ABMI-36-SE_2017,78,0,0,0,26,31
ABMI-36-SW_2017,78,0,0,0,26,31
ABMI-376-NE_2017,78,0,0,0,0,30
ABMI-376-NW_2017,78,0,0,0,0,30
ABMI-376-SE_2017,78,0,0,0,0,30
ABMI-376-SW_2017,78,0,0,0,0,30
ABMI-377-NE_2017,5,0,0,0,0,30
ABMI-377-NW_2017,78,0,0,0,0,30
ABMI-377-SE_2017,0,0,0,0,0,5
ABMI-377-SW_2017,78,0,0,0,0,30
ABMI-378-NE_2017,78,0,0,0,0,31
ABMI-378-NW_2017,78,0,0,0,0,31
ABMI-378-SE_2017,78,0,0,0,0,31
ABMI-378-SW_2017,78,0,0,0,0,31
ABMI-379-NW_2018,78,30,31,31,28,31
ABMI-379-SE_2018,78,30,31,31,28,31
ABMI-379-SW_2018,78,30,31,31,28,31
ABMI-37-NE_2017,78,0,0,0,26,31
ABMI-37-NW_2017,78,0,0,0,26,31
ABMI-37-SE_2017,78,0,0,0,26,31
ABMI-37-SW_2017,78,0,0,0,26,31
ABMI-380-NE_2018,65,30,31,31,28,31
ABMI-380-NW_2018,78,30,31,31,28,31
ABMI-380-SE_2018,78,30,31,31,28,31
ABMI-380-SW_2018,78,30,31,31,28,31
ABMI-381-NE_2018,78,30,31,31,28,31
ABMI-381-NW_2018,78,30,31,31,28,31
ABMI-381-SE_2018,78,30,31,31,28,31
ABMI-381-SW_2018,78,30,31,31,28,31
ABMI-382-NE_2016,78,0,0,0,0,13
ABMI-382-NW_2016,78,0,0,0,0,13
ABMI-382-SE_2016,78,0,0,0,0,13
ABMI-382-SW_2016,78,0,0,0,0,13
ABMI-383-NE_2016,78,0,0,0,0,13
ABMI-383-NW_2016,78,0,0,0,0,13
ABMI-383-SE_2016,78,0,0,0,0,13
ABMI-383-SW_2016,78,0,0,0,0,13
ABMI-384-NE_2016,78,0,0,0,0,13
ABMI-384-NW_2016,78,0,0,0,0,13
ABMI-384-SE_2016,78,0,0,0,0,13
ABMI-384-SW_2016,78,0,0,0,0,13
ABMI-388-NE_2015,78,0,0,0,5,31
ABMI-388-NW_2015,78,0,0,0,5,31
ABMI-388-SE_2015,78,0,0,0,5,31
ABMI-388-SW_2015,78,0,0,0,5,31
ABMI-389-NE_2015,78,0,0,0,5,31
ABMI-389-NW_2015,78,0,0,0,5,31
ABMI-389-SE_2015,78,0,0,0,5,31
ABMI-389-SW_2015,78,0,0,0,5,31
ABMI-38-NE_2018,78,2,31,31,28,31
ABMI-38-SW_2018,37,2,31,31,28,31
ABMI-390-NE_2015,78,0,0,0,5,31
ABMI-390-NW_2015,78,0,0,0,5,31
ABMI-390-SE_2015,78,0,0,0,5,31
ABMI-390-SW_2015,78,0,0,0,5,31
ABMI-391-NE_2017,78,0,0,0,14,31
ABMI-391-NW_2017,78,0,0,0,14,31
ABMI-391-SE_2017,78,0,0,0,14,31
ABMI-391-SW_2017,78,0,0,0,14,31
ABMI-392-NE_2017,78,0,0,0,14,31
ABMI-392-NW_2017,78,0,0,0,14,31
ABMI-392-SE_2017,40,0,0,0,14,31
ABMI-392-SW_2017,78,0,0,0,14,31
ABMI-39-NE_2018,78,2,31,31,28,31
ABMI-39-SW_2018,78,2,31,31,28,31
ABMI-3-NE_2015,78,0,0,0,0,19
ABMI-3-NW_2015,78,0,0,0,0,19
ABMI-3-SE_2015,78,0,0,0,0,19
ABMI-3-SW_2015,78,0,0,0,0,19
ABMI-403-NE_2018,78,30,31,31,28,31
ABMI-403-NW_2018,78,30,31,31,28,31
ABMI-403-SE_2018,78,30,31,31,28,31
ABMI-403-SW_2018,78,30,31,31,28,31
ABMI-404-NE_2018,78,30,31,31,28,31
ABMI-404-NW_2018,78,30,31,31,28,31
ABMI-404-SE_2018,22,30,31,31,28,31
ABMI-404-SW_2018,78,30,31,31,28,31
