DeploymentYear,total.spring,total.nov,total.dec,total.jan,total.feb,total.mar
ABMI-405-NE_2018,78,30,31,31,28,31
ABMI-405-NW_2018,78,30,31,31,28,31
ABMI-405-SE_2018,78,30,31,31,28,31
ABMI-405-SW_2018,78,30,31,31,28,31
ABMI-412-NE_2015,78,0,0,0,5,31
ABMI-412-NW_2015,78,0,0,0,5,31
ABMI-412-SE_2015,78,0,0,0,7,31
ABMI-412-SW_2015,78,0,0,0,7,31
ABMI-413-NE_2015,78,0,0,0,5,31
ABMI-413-NW_2015,78,0,0,0,5,31
ABMI-413-SE_2015,78,0,0,0,5,31
ABMI-413-SW_2015,78,0,0,0,5,31
ABMI-414-NE_2015,78,0,0,0,5,31
ABMI-414-NW_2015,78,0,0,0,5,31
ABMI-414-SE_2015,78,0,0,0,5,31
ABMI-414-SW_2015,78,0,0,0,5,31
ABMI-415-NE_2017,78,0,0,0,12,31
ABMI-415-NW_2017,78,0,0,0,12,31
ABMI-415-SE_2017,78,0,0,0,12,31
ABMI-415-SW_2017,78,0,0,0,12,31
ABMI-416-NE_2017,78,0,0,0,12,31
ABMI-416-NW_2017,78,0,0,0,12,31
ABMI-416-SE_2017,78,0,0,0,12,31
ABMI-416-SW_2017,78,0,0,0,12,31
ABMI-417-NE_2017,78,0,0,0,14,31
ABMI-417-NW_2017,78,0,0,0,14,31
ABMI-417-SE_2017,69,0,0,0,14,31
ABMI-417-SW_2017,78,0,0,0,14,31
ABMI-418-NE_2018,78,0,0,23,28,31
ABMI-418-SW_2018,78,0,0,23,28,31
ABMI-419-NE_2018,78,0,0,23,28,31
ABMI-419-SW_2018,78,0,0,17,28,31
ABMI-420-NE_2018,78,0,0,22,28,31
ABMI-420-SW_2018,78,0,0,22,28,31
ABMI-421-NE_2016,78,0,0,0,0,12
ABMI-421-NW_2016,78,0,0,0,0,12
ABMI-421-SE_2016,78,0,0,0,0,12
ABMI-421-SW_2016,78,0,0,0,0,12
ABMI-422-NE_2016,78,0,0,0,0,12
ABMI-422-NW_2016,78,0,0,0,0,12
ABMI-422-SE_2016,78,0,0,0,0,12
ABMI-422-SW_2016,78,0,0,0,0,12
ABMI-433-NE_2018,78,30,31,31,28,31
ABMI-433-NW_2018,78,30,31,31,28,31
ABMI-433-SE_2018,78,30,31,31,28,31
ABMI-433-SW_2018,78,30,31,31,28,31
ABMI-434-NE_2018,78,30,31,31,28,31
ABMI-434-NW_2018,78,30,31,31,28,31
ABMI-434-SE_2018,78,30,31,31,28,31
ABMI-434-SW_2018,78,30,31,31,28,31
ABMI-435-NE_2018,78,30,31,31,28,31
ABMI-435-NW_2018,78,30,31,31,28,31
ABMI-435-SE_2018,78,30,31,31,28,31
ABMI-435-SW_2018,73,30,31,31,28,31
ABMI-442-NE_2015,78,0,0,0,7,31
ABMI-442-NW_2015,78,0,0,0,7,31
ABMI-442-SE_2015,78,0,0,0,7,31
ABMI-442-SW_2015,78,0,0,0,7,31
ABMI-443-NE_2015,78,0,0,0,7,31
ABMI-443-NW_2015,78,0,0,0,8,31
ABMI-443-SE_2015,78,0,0,0,7,31
ABMI-443-SW_2015,78,0,0,0,7,31
ABMI-444-NE_2015,78,0,0,0,8,31
ABMI-444-NW_2015,78,0,0,0,8,31
ABMI-444-SE_2015,78,0,0,0,8,31
ABMI-444-SW_2015,78,0,0,0,8,31
ABMI-445-NE_2017,78,0,0,0,12,31
ABMI-445-NW_2017,78,0,0,0,11,31
ABMI-445-SE_2017,78,0,0,0,12,31
ABMI-445-SW_2017,78,0,0,0,12,31
ABMI-446-NE_2017,78,0,0,0,12,31
ABMI-446-NW_2017,78,0,0,0,12,31
ABMI-446-SE_2017,78,0,0,0,12,31
ABMI-446-SW_2017,78,0,0,0,12,31
ABMI-447-NE_2017,78,0,0,0,8,31
ABMI-447-NW_2017,78,0,0,0,8,31
ABMI-447-SE_2017,78,0,0,0,8,31
ABMI-447-SW_2017,78,0,0,0,8,31
ABMI-448-NE_2018,78,0,0,0,15,31
ABMI-448-SW_2018,78,0,0,0,15,31
ABMI-449-NE_2018,78,0,0,21,28,31
ABMI-449-SW_2018,78,0,0,21,28,31
ABMI-450-NE_2018,78,0,0,22,28,31
ABMI-450-SW_2018,78,0,0,22,28,31
ABMI-451-NE_2016,78,0,0,0,0,11
ABMI-451-NW_2016,78,0,0,0,0,11
ABMI-451-SE_2017,78,30,31,31,28,31
ABMI-451-SW_2016,78,0,0,0,0,11
ABMI-452-NE_2017,78,30,31,31,28,31
ABMI-452-NW_2016,78,0,0,0,0,12
ABMI-452-SE_2016,78,0,0,0,0,12
ABMI-452-SW_2016,48,0,0,0,0,12
ABMI-463-NE_2018,78,30,31,31,28,31
ABMI-463-NW_2018,78,30,31,31,28,31
ABMI-463-SE_2018,78,30,31,31,28,31
ABMI-463-SW_2018,78,30,31,31,28,31
ABMI-464-NE_2018,78,30,31,31,28,31
ABMI-464-NW_2018,78,30,31,31,28,31
ABMI-464-SE_2018,78,30,31,31,28,31
ABMI-464-SW_2018,78,30,31,31,28,31
ABMI-465-NE_2018,78,30,31,31,28,31
ABMI-465-NW_2018,78,30,31,31,28,31
ABMI-465-SE_2018,78,30,31,31,28,31
ABMI-465-SW_2018,78,30,31,31,28,31
ABMI-472-NE_2015,78,0,0,0,9,31
ABMI-472-NW_2015,78,0,0,0,9,31
ABMI-472-SE_2015,78,0,0,0,9,31
ABMI-472-SW_2015,78,0,0,0,9,31
ABMI-473-NE_2015,78,0,0,0,8,31
ABMI-473-NW_2015,78,0,0,0,9,31
ABMI-473-SE_2015,78,0,0,0,8,31
ABMI-473-SW_2015,78,0,0,0,9,31
ABMI-474-NE_2015,78,0,0,0,8,31
ABMI-474-NW_2015,78,0,0,0,9,31
ABMI-474-SE_2015,78,0,0,0,8,31
ABMI-474-SW_2015,78,0,0,0,8,31
ABMI-475-NE_2017,78,0,0,0,9,31
ABMI-475-NW_2017,78,0,0,0,9,31
ABMI-475-SE_2017,78,0,0,0,9,31
ABMI-475-SW_2017,78,0,0,0,9,31
ABMI-476-NE_2017,78,0,0,0,9,31
ABMI-476-NW_2017,78,0,0,0,9,31
ABMI-476-SE_2017,60,0,0,0,9,31
ABMI-476-SW_2017,78,0,0,0,9,31
ABMI-477-NE_2017,78,0,0,0,9,31
ABMI-477-NW_2017,78,0,0,0,9,31
ABMI-477-SE_2017,78,0,0,0,9,31
ABMI-477-SW_2017,78,0,0,0,9,31
ABMI-478-NE_2018,78,0,0,20,28,31
ABMI-478-SW_2018,78,30,31,31,28,31
ABMI-479-NE_2018,78,0,0,0,15,31
ABMI-479-SW_2018,78,0,0,0,15,31
ABMI-480-NE_2018,78,0,0,22,28,31
ABMI-480-SW_2018,78,0,0,22,28,31
ABMI-481-NE_2016,78,0,0,0,0,11
ABMI-481-NW_2017,78,30,31,31,28,31
ABMI-481-SE_2017,78,30,31,31,28,31
ABMI-481-SW_2017,78,30,31,31,28,31
ABMI-482-NE_2016,78,0,0,0,0,10
ABMI-482-NW_2016,78,0,0,0,0,10
ABMI-482-SE_2016,78,0,0,0,0,10
ABMI-482-SW_2017,78,30,31,31,28,31
ABMI-483-NE_2016,78,0,0,0,0,10
ABMI-483-NE_2017,78,30,31,31,28,31
ABMI-483-NW_2016,78,0,0,0,0,10
ABMI-483-SE_2016,78,0,0,0,0,10
ABMI-483-SW_2016,78,0,0,0,0,10
ABMI-497-NE_2016,78,0,0,0,0,24
ABMI-497-NW_2016,72,0,0,0,0,24
ABMI-497-SE_2016,78,0,0,0,0,24
ABMI-497-SW_2016,78,0,0,0,0,24
ABMI-498-NE_2016,78,0,0,0,0,23
ABMI-498-NW_2016,78,0,0,0,0,23
ABMI-498-SE_2016,78,0,0,0,0,23
ABMI-498-SW_2016,78,0,0,0,0,23
ABMI-499-NE_2016,78,0,0,0,0,28
ABMI-499-NW_2016,78,0,0,0,0,28
ABMI-499-SE_2016,78,0,0,0,0,28
ABMI-499-SW_2016,78,0,0,0,0,28
ABMI-4-NE_2017,78,0,0,1,28,31
ABMI-4-NW_2017,78,0,0,1,28,31
ABMI-4-SE_2017,78,0,0,1,28,31
ABMI-4-SW_2017,78,0,0,1,28,31
ABMI-503-NE_2018,31,0,0,20,28,31
ABMI-503-NW_2018,49,0,0,20,28,31
ABMI-503-SE_2018,78,0,0,20,28,31
ABMI-503-SW_2018,37,0,0,20,28,31
ABMI-504-NE_2018,78,0,0,19,28,31
ABMI-504-NW_2018,78,0,0,19,28,31
ABMI-504-SE_2018,78,0,0,19,28,31
ABMI-504-SW_2018,78,0,0,19,28,31
ABMI-505-NE_2018,78,0,0,20,28,31
ABMI-505-NW_2018,78,0,0,20,28,31
ABMI-505-SE_2018,78,0,0,20,28,31
ABMI-505-SW_2018,78,0,0,20,28,31
ABMI-506-NE_2016,78,0,0,0,0,19
ABMI-506-NW_2016,78,0,0,0,0,19
ABMI-506-SE_2016,78,0,0,0,0,19
ABMI-506-SW_2016,78,0,0,0,0,19
ABMI-507-NE_2016,78,0,0,0,0,20
ABMI-507-NW_2016,78,0,0,0,0,20
ABMI-507-SE_2016,78,0,0,0,0,20
ABMI-507-SW_2016,78,0,0,0,0,20
ABMI-508-NE_2016,78,0,0,0,0,21
ABMI-508-NW_2016,78,0,0,0,0,21
ABMI-508-SE_2016,78,0,0,0,0,21
ABMI-508-SW_2016,78,0,0,0,0,21
ABMI-512-NE_2015,78,0,0,0,11,31
ABMI-512-NW_2015,78,0,0,0,11,31
ABMI-512-SE_2015,78,0,0,0,11,31
ABMI-512-SW_2015,78,0,0,0,11,31
ABMI-514-NE_2015,78,0,0,0,11,31
ABMI-514-NW_2015,78,0,0,0,11,31
ABMI-514-SE_2015,78,0,0,0,11,31
ABMI-514-SW_2015,78,0,0,0,11,31
ABMI-528-NE_2016,78,0,0,0,0,27
ABMI-528-NW_2016,78,0,0,0,0,27
ABMI-528-SE_2016,78,0,0,0,0,27
ABMI-528-SW_2016,78,0,0,0,0,27
ABMI-529-NE_2016,78,0,0,0,0,30
ABMI-529-NW_2016,78,0,0,0,0,30
ABMI-529-SE_2016,78,0,0,0,0,30
ABMI-529-SW_2016,78,0,0,0,0,30
ABMI-530-NE_2016,78,0,0,0,0,29
ABMI-530-NW_2016,78,0,0,0,0,29
ABMI-530-SE_2016,78,0,0,0,0,29
ABMI-530-SW_2016,78,0,0,0,0,29
ABMI-534-NE_2018,78,0,0,19,28,31
ABMI-534-NW_2018,78,0,0,19,28,31
ABMI-534-SE_2018,78,0,0,19,28,31
ABMI-534-SW_2018,78,0,0,19,28,31
ABMI-535-NE_2018,78,0,0,18,28,31
ABMI-535-NW_2018,78,0,0,18,28,31
ABMI-535-SE_2018,78,0,0,18,28,31
ABMI-535-SW_2018,78,0,0,18,28,31
ABMI-536-NE_2018,78,0,0,0,14,31
ABMI-536-NW_2018,78,0,0,0,14,31
ABMI-536-SE_2018,78,0,0,0,14,31
ABMI-536-SW_2018,78,0,0,0,14,31
ABMI-537-NE_2016,78,0,0,0,0,19
ABMI-537-NW_2016,78,0,0,0,0,19
ABMI-537-SE_2016,78,0,0,0,0,19
ABMI-537-SW_2016,78,0,0,0,0,19
ABMI-538-NE_2016,78,0,0,0,0,20
ABMI-538-NW_2016,78,0,0,0,0,20
ABMI-538-SE_2016,78,0,0,0,0,20
ABMI-538-SW_2017,78,30,31,31,28,31
ABMI-539-NE_2016,78,0,0,0,0,21
ABMI-539-NW_2016,78,0,0,0,0,21
ABMI-539-SE_2016,78,0,0,0,0,21
ABMI-539-SW_2016,78,0,0,0,0,21
ABMI-543-NE_2015,78,0,0,0,11,31
ABMI-543-NW_2015,78,0,0,0,12,31
ABMI-543-SE_2015,78,0,0,0,11,31
ABMI-543-SW_2015,78,0,0,0,12,31
ABMI-544-NE_2015,78,0,0,0,12,31
ABMI-544-NW_2015,78,0,0,0,11,31
ABMI-544-SE_2015,78,0,0,0,11,31
ABMI-544-SW_2015,78,0,0,0,11,31
ABMI-545-NW_2015,78,0,0,0,12,31
ABMI-545-SW_2015,78,0,0,0,12,31
ABMI-555-NE_2017,78,9,31,31,28,31
ABMI-555-NW_2017,78,9,31,31,28,31
ABMI-555-SE_2017,78,9,31,31,28,31
ABMI-555-SW_2017,78,9,31,31,28,31
ABMI-559-NE_2016,78,0,0,0,0,24
ABMI-559-NW_2016,78,0,0,0,0,24
ABMI-559-SE_2016,78,0,0,0,0,24
ABMI-559-SW_2016,78,0,0,0,0,24
ABMI-560-NE_2016,78,0,0,0,0,26
ABMI-560-NW_2016,78,0,0,0,0,26
ABMI-560-SE_2016,78,0,0,0,0,26
ABMI-560-SW_2016,78,0,0,0,0,26
ABMI-561-NE_2016,78,0,0,0,0,26
ABMI-561-NW_2016,78,0,0,0,0,26
ABMI-561-SE_2016,78,0,0,0,0,26
ABMI-561-SW_2016,78,0,0,0,0,26
ABMI-565-NE_2018,78,0,0,18,28,31
ABMI-565-NW_2018,78,0,0,18,28,31
ABMI-565-SE_2018,78,0,0,18,28,31
ABMI-565-SW_2018,78,0,0,18,28,31
ABMI-566-NE_2018,78,0,0,18,28,31
ABMI-566-NW_2018,78,0,0,18,28,31
ABMI-566-SE_2018,78,0,0,18,28,31
ABMI-566-SW_2018,78,0,0,18,28,31
ABMI-567-NE_2018,78,0,0,0,14,31
ABMI-567-NW_2018,78,0,0,0,14,31
ABMI-567-SE_2018,78,0,0,0,14,31
ABMI-567-SW_2018,78,0,0,0,14,31
ABMI-568-NE_2016,78,0,0,0,0,19
ABMI-568-NW_2016,0,0,0,0,0,1
ABMI-568-SE_2016,78,0,0,0,0,19
ABMI-568-SW_2016,78,0,0,0,0,19
ABMI-569-NE_2016,78,0,0,0,0,20
ABMI-569-NW_2016,78,0,0,0,0,20
ABMI-569-SE_2017,78,30,31,31,28,31
ABMI-569-SW_2016,78,0,0,0,0,20
ABMI-570-NE_2016,78,0,0,0,0,21
ABMI-570-NW_2016,78,0,0,0,0,21
ABMI-570-SE_2016,78,0,0,0,0,21
ABMI-570-SW_2016,78,0,0,0,0,21
ABMI-574-NE_2015,78,0,0,0,12,31
ABMI-574-NW_2015,78,0,0,0,12,31
ABMI-574-SE_2015,78,0,0,0,12,31
ABMI-574-SW_2015,78,0,0,0,12,31
ABMI-575-NE_2015,78,0,0,0,13,31
ABMI-575-NW_2015,78,0,0,0,13,31
ABMI-575-SE_2015,78,0,0,0,13,31
ABMI-575-SW_2015,78,0,0,0,13,31
ABMI-576-NE_2015,78,0,0,0,13,31
ABMI-576-NW_2015,78,0,0,0,13,31
ABMI-576-SE_2015,78,0,0,0,13,31
ABMI-576-SW_2015,78,0,0,0,13,31
ABMI-584-NE_2016,78,0,0,0,9,31
ABMI-584-NW_2016,78,0,0,0,9,31
ABMI-584-SE_2016,78,0,0,0,9,31
ABMI-584-SW_2016,78,0,0,0,9,31
ABMI-585-NE_2016,78,0,0,0,8,31
ABMI-585-NW_2016,78,0,0,0,8,31
ABMI-585-SE_2016,78,0,0,0,8,31
ABMI-585-SW_2016,78,0,0,0,8,31
ABMI-586-NE_2016,78,0,0,0,11,31
ABMI-586-NW_2016,78,0,0,0,11,31
ABMI-586-SE_2016,78,0,0,0,11,31
ABMI-586-SW_2016,78,0,0,0,11,31
ABMI-587-NE_2017,78,7,31,31,28,31
ABMI-587-NW_2017,0,5,0,0,0,0
ABMI-587-SE_2017,78,7,31,31,28,31
ABMI-587-SW_2017,78,7,31,31,28,31
ABMI-588-NE_2017,78,8,31,31,28,31
ABMI-588-NW_2017,78,8,31,31,28,31
ABMI-588-SE_2017,78,8,31,31,28,31
ABMI-588-SW_2017,78,8,31,31,28,31
ABMI-589-NE_2017,78,8,31,31,28,31
ABMI-589-NW_2017,78,8,31,31,28,31
ABMI-589-SE_2017,78,8,31,31,28,31
ABMI-589-SW_2017,78,8,31,31,28,31
ABMI-590-NE_2018,78,7,31,31,28,31
ABMI-590-NW_2018,78,7,31,31,28,31
ABMI-590-SE_2018,78,7,31,31,28,31
ABMI-590-SW_2018,78,7,31,31,28,31
ABMI-592-NE_2018,78,5,31,31,28,31
ABMI-592-NW_2018,78,5,31,31,28,31
ABMI-592-SE_2018,78,5,31,31,28,31
ABMI-592-SW_2018,78,5,31,31,28,31
ABMI-593-NE_2016,78,0,0,0,0,25
ABMI-593-NW_2016,78,0,0,0,0,25
ABMI-593-SE_2016,78,0,0,0,0,25
ABMI-593-SW_2016,78,0,0,0,0,25
ABMI-594-NE_2016,78,0,0,0,0,23
ABMI-594-NW_2016,78,0,0,0,0,23
ABMI-594-SE_2016,78,0,0,0,0,23
ABMI-594-SW_2016,78,0,0,0,0,23
ABMI-595-NE_2016,78,0,0,0,0,27
ABMI-595-NW_2016,78,0,0,0,0,27
ABMI-595-SE_2016,78,0,0,0,0,27
ABMI-595-SW_2016,78,0,0,0,0,27
ABMI-599-NE_2015,78,0,0,0,8,31
ABMI-599-NW_2015,78,0,0,0,7,31
ABMI-599-SE_2015,78,0,0,0,8,31
ABMI-599-SW_2015,78,0,0,0,8,31
ABMI-5-NE_2017,78,0,0,1,28,31
ABMI-5-NW_2017,78,0,0,1,28,31
ABMI-5-SE_2017,78,0,0,1,28,31
ABMI-5-SW_2017,78,0,0,1,28,31
ABMI-600-NE_2015,78,0,0,0,8,31
ABMI-600-NW_2015,78,0,0,0,8,31
ABMI-600-SE_2015,78,0,0,0,8,31
ABMI-600-SW_2015,78,0,0,0,8,31
ABMI-601-NE_2015,78,0,0,0,0,29
ABMI-601-NW_2015,78,0,0,0,0,29
ABMI-601-SE_2015,78,0,0,0,0,29
ABMI-601-SW_2015,59,0,0,0,0,29
ABMI-602-NE_2017,78,0,0,0,11,31
ABMI-602-NW_2017,78,0,0,0,11,31
ABMI-602-SE_2017,78,0,0,0,11,31
ABMI-602-SW_2017,78,0,0,0,11,31
ABMI-603-NE_2017,78,0,0,0,9,31
ABMI-603-NW_2017,78,0,0,0,9,31
ABMI-603-SE_2017,78,0,0,0,9,31
ABMI-603-SW_2017,78,0,0,0,9,31
ABMI-604-NE_2017,78,0,0,0,10,31
ABMI-604-NW_2017,78,0,0,0,10,31
ABMI-604-SE_2017,78,0,0,0,10,31
ABMI-604-SW_2017,78,0,0,0,10,31
ABMI-605-NE_2018,78,0,0,4,28,31
ABMI-605-SW_2018,78,0,0,4,28,31
ABMI-606-NE_2018,78,0,0,2,28,31
ABMI-606-SW_2018,78,0,0,2,28,31
ABMI-607-NE_2018,78,0,0,24,28,31
ABMI-607-SW_2018,78,0,0,24,28,31
ABMI-608-NE_2016,78,0,0,0,0,18
ABMI-608-NW_2016,78,0,0,0,0,18
ABMI-608-SE_2016,78,0,0,0,0,18
ABMI-608-SW_2016,78,0,0,0,0,18
ABMI-616-NE_2016,78,0,0,0,7,31
ABMI-616-NW_2016,78,0,0,0,7,31
ABMI-616-SE_2016,78,0,0,0,7,31
ABMI-616-SW_2016,78,0,0,0,7,31
ABMI-617-NE_2016,78,0,0,0,10,31
ABMI-617-NW_2016,78,0,0,0,10,31
ABMI-617-SE_2016,78,0,0,0,10,31
ABMI-617-SW_2016,78,0,0,0,10,31
ABMI-618-NE_2016,78,0,0,0,12,31
ABMI-618-NW_2016,78,0,0,0,12,31
ABMI-618-SE_2016,78,0,0,0,12,31
ABMI-618-SW_2016,78,0,0,0,12,31
ABMI-619-NE_2017,78,6,31,31,28,31
ABMI-619-NW_2017,78,6,31,31,28,31
ABMI-619-SE_2017,78,6,31,31,28,31
ABMI-619-SW_2017,78,6,31,31,28,31
ABMI-620-NE_2017,78,7,31,31,28,31
ABMI-620-NW_2017,78,7,31,31,28,31
ABMI-620-SE_2017,78,7,31,31,28,31
ABMI-620-SW_2017,78,7,31,31,28,31
ABMI-621-NE_2017,78,6,31,31,28,31
ABMI-621-NW_2017,78,6,31,31,28,31
ABMI-621-SE_2017,78,6,31,31,28,31
ABMI-621-SW_2017,78,6,31,31,28,31
ABMI-622-NE_2018,78,5,31,31,28,31
ABMI-622-NW_2018,78,5,31,31,28,31
ABMI-622-SE_2018,78,5,31,31,28,31
ABMI-622-SW_2018,78,5,31,31,28,31
ABMI-623-NE_2018,78,6,31,31,28,31
ABMI-623-NW_2018,78,6,31,31,28,31
ABMI-623-SE_2018,78,6,31,31,28,31
ABMI-623-SW_2018,78,6,31,31,28,31
ABMI-624-NE_2018,78,4,31,31,28,31
ABMI-624-NW_2018,78,4,31,31,28,31
ABMI-624-SE_2018,78,4,31,31,28,31
ABMI-624-SW_2018,78,4,31,31,28,31
ABMI-625-NE_2016,78,0,0,0,0,30
ABMI-625-NW_2016,78,0,0,0,0,30
ABMI-625-SE_2016,78,0,0,0,0,30
ABMI-625-SW_2016,78,0,0,0,0,30
ABMI-626-NE_2016,78,0,0,0,0,29
ABMI-626-NW_2016,78,0,0,0,0,29
ABMI-626-SE_2016,78,0,0,0,0,29
ABMI-626-SW_2016,78,0,0,0,0,29
ABMI-627-NE_2016,78,0,0,0,0,27
ABMI-627-NW_2016,78,0,0,0,0,29
ABMI-627-SE_2016,78,0,0,0,0,27
ABMI-627-SW_2016,78,0,0,0,0,27
ABMI-631-NE_2015,78,0,0,0,7,31
ABMI-631-NW_2015,78,0,0,0,7,31
ABMI-631-SE_2015,78,0,0,0,7,31
ABMI-631-SW_2015,78,0,0,0,7,31
ABMI-632-NW_2015,78,0,0,0,0,29
ABMI-632-SE_2015,78,0,0,0,0,29
ABMI-632-SW_2015,78,0,0,0,0,29
ABMI-633-NE_2015,78,0,0,0,0,29
ABMI-633-NW_2015,78,0,0,0,0,29
ABMI-633-SE_2015,78,0,0,0,0,29
ABMI-633-SW_2015,78,0,0,0,0,29
ABMI-634-NE_2017,78,0,0,0,13,31
ABMI-634-NW_2017,78,0,0,0,13,31
ABMI-634-SE_2017,78,0,0,0,13,31
ABMI-634-SW_2017,78,0,0,0,13,31
ABMI-635-NE_2017,78,0,0,0,8,31
ABMI-635-NW_2017,78,0,0,0,8,31
ABMI-635-SE_2017,78,0,0,0,8,31
ABMI-635-SW_2017,78,0,0,0,8,31
ABMI-636-NE_2017,78,0,0,0,10,31
ABMI-636-NW_2017,78,0,0,0,10,31
ABMI-636-SE_2017,78,0,0,0,10,31
ABMI-636-SW_2017,78,0,0,0,10,31
ABMI-637-NE_2018,78,0,0,5,28,31
ABMI-637-SW_2018,78,0,0,5,28,31
ABMI-638-NE_2018,78,0,0,6,28,31
ABMI-638-SW_2018,78,0,0,6,28,31
ABMI-639-NE_2018,78,0,0,0,11,31
ABMI-639-SW_2018,41,0,0,0,11,31
ABMI-63-NE_2016,78,0,0,0,0,13
ABMI-63-NW_2016,78,0,0,0,0,13
ABMI-63-SE_2016,78,0,0,0,0,13
ABMI-63-SW_2016,78,0,0,0,0,13
ABMI-640-NE_2016,78,0,0,0,0,15
ABMI-640-NW_2016,78,0,0,0,0,18
ABMI-640-SE_2016,78,0,0,0,0,15
ABMI-640-SW_2016,78,0,0,0,0,15
ABMI-648-NE_2016,78,0,0,0,8,31
ABMI-648-NW_2016,78,0,0,0,12,31
ABMI-648-SE_2016,78,0,0,0,9,31
ABMI-649-NE_2016,78,0,0,0,13,31
ABMI-649-NW_2016,78,0,0,0,13,31
ABMI-649-SE_2016,78,0,0,0,13,31
ABMI-649-SW_2016,78,0,0,0,13,31
ABMI-64-NE_2016,78,0,0,0,0,12
ABMI-64-NW_2016,63,0,0,0,0,12
ABMI-64-SE_2016,78,0,0,0,0,12
ABMI-64-SW_2016,78,0,0,0,0,12
ABMI-650-NE_2016,78,0,0,0,13,31
ABMI-650-NW_2016,78,0,0,0,13,31
ABMI-650-SE_2016,78,0,0,0,13,31
ABMI-651-NE_2017,78,9,31,31,28,31
ABMI-651-NW_2017,78,9,31,31,28,31
ABMI-651-SE_2017,78,9,31,31,28,31
ABMI-651-SW_2017,78,9,31,31,28,31
ABMI-652-NE_2017,78,7,31,31,28,31
ABMI-652-NW_2017,78,7,31,31,28,31
ABMI-652-SE_2017,78,7,31,31,28,31
ABMI-652-SW_2017,78,7,31,31,28,31
ABMI-653-NE_2017,78,5,31,31,28,31
ABMI-653-NW_2017,78,5,31,31,28,31
ABMI-653-SE_2017,78,5,31,31,28,31
ABMI-653-SW_2017,78,5,31,31,28,31
ABMI-657-NE_2016,78,0,0,0,0,25
ABMI-657-NW_2016,78,0,0,0,0,25
ABMI-657-SE_2016,78,0,0,0,0,25
ABMI-657-SW_2016,78,0,0,0,0,25
ABMI-658-NE_2016,78,0,0,0,0,27
ABMI-658-NW_2016,78,0,0,0,0,25
ABMI-658-SE_2016,78,0,0,0,0,25
ABMI-658-SW_2016,78,0,0,0,0,25
ABMI-659-NE_2016,78,0,0,0,0,28
ABMI-659-NW_2016,78,0,0,0,0,28
ABMI-659-SE_2016,78,0,0,0,0,28
ABMI-659-SW_2016,78,0,0,0,0,28
ABMI-65-NE_2016,78,0,0,0,0,12
ABMI-65-NW_2016,78,0,0,0,0,12
ABMI-65-SE_2016,78,0,0,0,0,12
ABMI-65-SW_2016,78,0,0,0,0,12
ABMI-663-NE_2015,78,0,0,0,7,31
ABMI-663-NW_2015,78,0,0,0,7,31
ABMI-663-SE_2015,78,0,0,0,7,31
ABMI-663-SW_2015,78,0,0,0,7,31
ABMI-664-NE_2015,78,0,0,0,0,30
ABMI-664-NW_2015,78,0,0,0,0,30
ABMI-664-SE_2015,78,0,0,0,0,30
ABMI-664-SW_2015,78,0,0,0,0,30
ABMI-665-NE_2015,78,0,0,0,0,30
ABMI-665-NW_2015,78,0,0,0,0,30
ABMI-665-SE_2015,78,0,0,0,0,30
ABMI-665-SW_2015,78,0,0,0,0,30
ABMI-666-NE_2017,78,0,0,0,11,31
ABMI-666-NW_2017,78,0,0,0,11,31
ABMI-666-SE_2017,78,0,0,0,11,31
ABMI-666-SW_2017,78,0,0,0,11,31
ABMI-667-NE_2017,78,0,0,0,8,31
ABMI-667-NW_2017,78,0,0,0,8,31
ABMI-667-SE_2017,78,0,0,0,8,31
ABMI-667-SW_2017,78,0,0,0,8,31
ABMI-668-NE_2017,78,0,0,0,13,31
ABMI-668-NW_2017,78,0,0,0,13,31
ABMI-668-SE_2017,78,0,0,0,13,31
ABMI-668-SW_2017,78,0,0,0,13,31
ABMI-669-NE_2018,78,0,0,24,28,31
ABMI-669-SW_2018,78,0,0,3,28,31
ABMI-670-NE_2018,78,0,0,0,11,31
ABMI-670-SW_2018,78,0,0,0,11,31
ABMI-671-NE_2018,78,0,0,0,11,31
ABMI-671-SW_2018,78,0,0,0,11,31
ABMI-672-NE_2016,78,0,0,0,0,15
ABMI-672-NW_2016,78,0,0,0,0,15
ABMI-672-SE_2016,78,0,0,0,0,15
ABMI-672-SW_2016,78,0,0,0,0,15
ABMI-679-NE_2018,78,0,0,9,28,31
ABMI-679-SW_2018,78,0,0,9,28,31
ABMI-680-NE_2018,78,0,0,4,28,31
ABMI-680-SW_2018,78,0,0,4,28,31
ABMI-681-NE_2018,78,0,0,9,28,31
ABMI-681-SW_2018,78,0,0,9,28,31
ABMI-691-NE_2017,78,0,20,31,28,31
ABMI-691-NW_2017,78,0,20,31,28,31
ABMI-691-SE_2017,78,0,20,31,28,31
ABMI-691-SW_2017,78,0,20,31,28,31
ABMI-692-NE_2017,78,2,31,31,28,31
ABMI-692-NW_2017,78,2,31,31,28,31
ABMI-692-SE_2017,78,2,31,31,28,31
ABMI-692-SW_2017,53,2,31,31,28,31
ABMI-693-NE_2017,78,3,31,31,28,31
ABMI-693-NW_2017,78,1,31,31,28,31
ABMI-693-SE_2017,78,3,31,31,28,31
ABMI-693-SW_2017,78,1,31,31,28,31
ABMI-694-NE_2018,78,0,0,0,12,31
ABMI-694-SW_2018,78,0,0,0,12,31
ABMI-695-NE_2018,78,0,0,0,12,31
ABMI-695-SW_2018,78,0,0,0,12,31
