deployment,year,Lure
OG-ABMI-634-51,2018,n
OG-ABMI-634-52,2018,n
OG-ABMI-637-51,2018,n
OG-ABMI-637-52,2018,n
OG-ABMI-638-51,2018,n
OG-ABMI-651-21-1,2015,n
OG-ABMI-651-21-2,2015,y
OG-ABMI-651-21-3,2015,n
OG-ABMI-651-21-4,2015,y
OG-ABMI-651-41-1,2017,y
OG-ABMI-651-41-2,2017,n
OG-ABMI-651-41-3,2017,y
OG-ABMI-651-41-4,2017,n
OG-ABMI-658-51,2018,n
OG-ABMI-658-52,2018,n
OG-ABMI-658-53,2018,n
OG-ABMI-661-41-1,2017,y
OG-ABMI-661-41-2,2017,n
OG-ABMI-661-41-3,2017,y
OG-ABMI-661-41-3-b,2017,n
OG-ABMI-661-41-4,2017,n
OG-ABMI-668-51,2018,n
OG-ABMI-668-52,2018,n
OG-ABMI-669-41-1,2017,y
OG-ABMI-669-41-2,2017,n
OG-ABMI-669-41-3,2017,y
OG-ABMI-669-41-4,2017,n
OG-ABMI-669-51,2018,n
OG-ABMI-669-52,2018,n
OG-ABMI-669-53,2018,n
OG-ABMI-669-54,2018,n
OG-ABMI-684-51,2018,n
OG-ABMI-684-52,2018,n
OG-ABMI-692-41-NE,2017,y
OG-ABMI-692-41-NW,2017,n
OG-ABMI-692-41-SE,2017,n
OG-ABMI-692-41-SW,2017,y
OG-ABMI-693-51,2018,n
OG-ABMI-693-52,2018,n
OG-ABMI-693-53,2018,n
OG-ABMI-696-51,2018,n
OG-ABMI-696-52,2018,n
OG-ABMI-696-53,2018,n
OG-ABMI-697-41-1,2017,y
OG-ABMI-697-41-2,2017,n
OG-ABMI-697-41-3,2017,y
OG-ABMI-697-41-4,2017,n
OG-ABMI-697-52,2018,n
OG-ABMI-697-54,2018,n
OG-ABMI-697-56,2018,n
OG-ABMI-697-57,2018,n
OG-ABMI-701-41-1,2017,y
OG-ABMI-701-41-2,2017,n
OG-ABMI-701-41-3,2017,y
OG-ABMI-701-41-4,2017,n
OG-ABMI-702-51,2018,n
OG-ABMI-702-52,2018,n
OG-ABMI-702-53,2018,n
OG-ABMI-721-21-1,2015,n
OG-ABMI-721-21-2,2015,y
OG-ABMI-721-21-3,2015,n
OG-ABMI-721-21-4,2015,y
OG-ABMI-722-51,2018,n
OG-ABMI-722-52,2018,n
OG-ABMI-723-51,2018,n
OG-ABMI-723-52,2018,n
OG-ABMI-723-53,2018,n
OG-ABMI-724-51,2018,n
OG-ABMI-724-52,2018,n
OG-ABMI-724-53,2018,n
OG-ABMI-744-21-1,2015,n
OG-ABMI-744-21-2,2015,y
OG-ABMI-744-21-3,2015,n
OG-ABMI-744-21-4,2015,y
OG-ABMI-753-51,2018,n
OG-ABMI-755-51,2018,n
OG-ABMI-755-52,2018,n
OG-ABMI-755-53,2018,n
OG-ABMI-760-51,2018,n
OG-ABMI-760-53,2018,n
OG-ABMI-761-56,2018,n
OG-ABMI-825-21-1,2015,n
OG-ABMI-825-21-2,2015,y
OG-ABMI-825-21-3,2015,n
OG-ABMI-825-21-4,2015,y
OG-ABMI-825-41-1,2017,y
OG-ABMI-825-41-2,2017,n
OG-ABMI-825-41-3,2017,y
OG-ABMI-825-41-4,2017,n
OG-ABMI-825-42-1,2017,y
OG-ABMI-825-42-2,2017,n
OG-ABMI-825-42-3,2017,y
OG-ABMI-825-42-4,2017,n
OG-ABMI-825-51,2018,n
OG-ABMI-825-52,2018,n
OG-ABMI-890-41-1,2017,y
OG-ABMI-890-41-2,2017,n
OG-ABMI-890-41-3,2017,y
OG-ABMI-890-41-4,2017,n
OG-ABMI-926-41-1,2017,y
OG-ABMI-926-41-2,2017,n
OG-ABMI-926-41-3,2017,y
OG-ABMI-926-41-4,2017,n
OG-ABMI-927-21-1,2015,n
OG-ABMI-927-21-2,2015,y
OG-ABMI-927-21-3,2015,n
OG-ABMI-927-21-4,2015,y
OG-ABMI-990-21,2015,y
OG-ABMI-990-22,2015,y
OG-ABMI-990-23,2015,n
OG-ABMI-993-21,2015,y
OG-CITSCI-1052-31,2016,n
OG-CITSCI-1053-31,2016,n
OG-CITSCI-1054-31,2016,n
OG-CITSCI-1055-31,2016,n
OG-CITSCI-1056-31,2016,n
OG-CITSCI-1157-31,2016,n
OG-CITSCI-1192-31,2016,n
OG-CITSCI-1211-31,2016,n
OG-CITSCI-1241-31,2016,n
OG-CITSCI-1275-31,2016,n
OG-CITSCI-1301-31,2016,n
OG-CITSCI-1301-32,2016,n
OG-CITSCI-1302-31,2016,n
OG-CITSCI-1330-31,2016,n
OG-CITSCI-1330-32,2016,n
OG-CITSCI-1331-31,2016,n
OG-CITSCI-1331-32,2016,n
OG-CITSCI-1333-31,2016,n
OG-CITSCI-1419-31,2016,n
OG-CITSCI-1600-31,2016,n
OG-CITSCI-1600-32,2016,n
OG-CITSCI-921-31,2016,n
OG-CITSCI-990-31,2016,n
OG-EI-1004-41-1,2017,n
OG-EI-1004-41-2,2017,n
OG-EI-277-41-1,2017,n
OG-EI-277-41-2,2017,n
OG-EI-311-41-1,2017,n
OG-EI-311-41-2,2017,n
OG-EI-340-41-1,2017,n
OG-EI-340-41-2,2017,n
OG-EI-460-41-1,2017,n
OG-EI-460-41-2,2017,n
OG-EI-460-42-1,2017,n
OG-EI-460-42-2,2017,n
OG-EI-490-41-1,2017,n
OG-EI-490-41-2,2017,n
OG-EI-490-42-1,2017,n
OG-EI-490-42-2,2017,n
OG-EI-744-41-1,2017,n
OG-EI-744-41-2,2017,n
OG-EI-745-41-1,2017,n
OG-EI-745-41-2,2017,n
OG-EI-745-42-1,2017,n
OG-EI-745-42-2,2017,n
OG-EI-745-43-1,2017,n
OG-EI-745-43-2,2017,n
OG-EI-746-41-1,2017,n
OG-EI-746-41-2,2017,n
OG-EI-750-41-1,2017,n
OG-EI-750-41-2,2017,n
OG-EI-783-41-1,2017,n
OG-EI-783-41-2,2017,n
OG-EI-815-41-1,2017,n
OG-EI-815-41-2,2017,n
OG-EI-817-41-1,2017,n
OG-EI-817-41-2,2017,n
OG-EI-845-41-1,2017,n
OG-EI-845-41-2,2017,n
OG-EI-877-41-1,2017,n
OG-EI-877-41-2,2017,n
OG-EI-899-41-1,2017,n
OG-EI-899-41-2,2017,n
OG-EI-899-42-1,2017,n
OG-EI-899-42-2,2017,n
OG-EI-899-43-1,2017,n
OG-EI-899-43-2,2017,n
OG-EI-910-41-1,2017,n
OG-EI-910-41-2,2017,n
OG-EI-911-41-1,2017,n
OG-EI-911-41-2,2017,n
OG-EI-939-41-1,2017,n
OG-EI-939-41-2,2017,n
OG-EI-971-41-1,2017,n
OG-EI-971-41-2,2017,n
OG-EI-972-41-1,2017,n
OG-EI-972-41-2,2017,n
OG-OGC-1392-21,2015,n
OG-OGC-1412-21,2015,n
OG-OGC-1459-21,2015,n
OG-OGC-1459-22,2015,n
OG-OGC-1499-21,2015,n
OG-OGC-1499-22,2015,n
OG-OGC-1499-23,2015,n
OG-OGC-1502-21,2015,n
OG-OGC-1521-21,2015,n
OG-OGC-1521-22,2015,n
OG-OGC-1521-23,2015,n
OG-OGC-1653-21,2015,n
OG-RIVR-6-01,2018,n
OG-RIVR-6-02,2018,n
OG-RIVR-6-03,2018,n
OG-RIVR-6-05,2018,n
OG-RIVR-6-06,2018,n
OG-RIVR-6-08,2018,n
OG-RIVR-6-09,2018,n
OG-RIVR-6-10,2018,n
OG-RIVR-7-01,2018,n
OG-RIVR-7-02,2018,n
OG-RIVR-7-03,2018,n
OG-RIVR-7-04,2018,n
OG-RIVR-8-01,2018,n
OG-RIVR-8-02,2018,n
OG-RIVR-8-03,2018,n
OG-RIVR-8-04,2018,n
OG-RIVR-9-01,2018,n
OG-RIVR-9-02,2018,n
OG-RIVR-9-03,2018,n
OG-RIVR-9-04,2018,n
OG-RIVR-9-05,2018,n
OG-RIVR-9-06,2018,n
OGW-CITSCI-1468-31,2016,n
OGW-CITSCI-1498-31,2016,n
OGW-CITSCI-1505-31,2016,n
OGW-CITSCI-1542-31,2016,n
OGW-CITSCI-1544-31,2016,n
OGW-CITSCI-1552-31,2016,n
OGW-CITSCI-1556-31,2016,n
OGW-CITSCI-1573-31,2016,n
OGW-CITSCI-1573-32,2016,n
OGW-CITSCI-1573-33,2016,n
OGW-CITSCI-1583-31,2016,n
OGW-CITSCI-1584-31,2016,n
OGW-CITSCI-1615-31,2016,n
OGW-CITSCI-1630-31,2016,n
OGW-CITSCI-1632-31,2016,n
OGW-CITSCI-1632-32,2016,n
OGW-CITSCI-1633-31,2016,n
OGW-CITSCI-1633-32,2016,n
OGW-CITSCI-1647-31,2016,n
TSP-DP-03-04-006,2015,n
TSP-DP-03-04-020,2015,n
WAB51,2017,n
WAB51,2018,n
WAB52,2017,n
WAB52,2018,n
WAB53,2017,n
WAB53,2018,n
WAB54,2017,n
WAB54,2018,n
WAB55,2017,n
WAB55,2018,n
WAB56,2017,n
WAB56,2018,n
WAB57,2017,n
WAB57,2018,n
WAB58,2017,n
WAB58,2018,n
WAB59,2017,n
WAB59,2018,n
WAB59,2018,n
WAB60,2017,n
WAB60,2018,n
WAB61,2017,n
WAB61,2018,n
WAB62,2017,n
WAB62,2018,n
WAB63,2017,n
WAB63,2018,n
WAB64,2017,n
WAB64,2018,n
WAB65,2017,n
WAB65,2018,n
WAB66,2017,n
WAB66,2018,n
WAB67,2017,n
WAB67,2018,n
WAB68,2017,n
WAB69,2017,n
WAB69,2018,n
WAB70,2017,n
WAB70,2018,n
WAB71,2017,n
WAB71,2018,n
WAB72,2017,n
WAB72,2018,n
WAB73,2017,n
WAB73,2018,n
WAB74,2017,n
WAB74,2018,n
WAB75,2017,n
WAB75,2018,n
WHEC- far,2014,y
WHEC-100c,2011,y
WHEC-100c,2012,y
WHEC-100c,2013,y
WHEC-100c,2014,y
WHEC-100c,2015,y
WHEC-100u,2011,y
WHEC-100u,2012,y
WHEC-101c,2011,y
WHEC-101c,2012,y
WHEC-101c,2013,y
WHEC-101c,2014,y
WHEC-101c,2015,y
WHEC-101u,2011,y
WHEC-101u,2012,y
WHEC-101u,2013,y
WHEC-101u,2014,y
WHEC-101u,2015,y
WHEC-102c,2011,y
WHEC-102c,2013,y
WHEC-102c,2014,y
WHEC-102c,2015,y
WHEC-102u,2011,y
WHEC-102u,2013,y
WHEC-102u,2014,y
WHEC-102u,2015,y
WHEC-103c,2011,y
WHEC-103c,2012,y
WHEC-103c,2013,y
WHEC-103c,2014,y
WHEC-103c,2015,y
WHEC-103u,2011,y
WHEC-103u,2012,y
WHEC-103u,2013,y
WHEC-103u,2014,y
WHEC-103u,2015,y
WHEC-104c,2011,y
WHEC-104c,2012,y
WHEC-104c,2013,y
WHEC-104c,2014,y
WHEC-104c,2015,y
WHEC-104u,2011,y
WHEC-104u,2012,y
WHEC-104u,2013,y
WHEC-104u,2014,y
WHEC-104u,2015,y
WHEC-105c,2011,y
WHEC-105c,2013,y
WHEC-105c,2014,y
WHEC-105c,2015,y
WHEC-105u,2011,y
WHEC-105u,2013,y
WHEC-105u,2014,y
WHEC-105u,2015,y
WHEC-106d,2011,y
WHEC-106d,2012,y
WHEC-106d,2013,y
WHEC-106d,2014,y
WHEC-106d,2015,y
WHEC-106n,2011,y
WHEC-106n,2012,y
WHEC-106n,2013,y
WHEC-106n,2014,y
WHEC-106n,2015,y
WHEC-107d,2011,y
WHEC-107d,2013,y
WHEC-107d,2014,y
WHEC-107d,2015,y
WHEC-107n,2011,y
WHEC-107n,2013,y
WHEC-107n,2014,y
WHEC-107n,2015,y
WHEC-108d,2011,y
WHEC-108d,2012,y
WHEC-108d,2013,y
WHEC-108d,2014,y
WHEC-108d,2015,y
WHEC-108n,2011,y
WHEC-108n,2012,y
WHEC-108n,2013,y
WHEC-108n,2014,y
WHEC-108n,2015,y
WHEC-109d,2011,y
WHEC-109d,2012,y
WHEC-109d,2013,y
WHEC-109d,2014,y
WHEC-109d,2015,y
WHEC-109n,2012,y
WHEC-109n,2013,y
WHEC-109n,2014,y
WHEC-109n,2015,y
WHEC-110d,2011,y
WHEC-110d,2013,y
WHEC-110d,2014,y
WHEC-110d,2015,y
WHEC-110n,2011,y
WHEC-110n,2013,y
WHEC-110n,2014,y
WHEC-110n,2015,y
WHEC-111d,2011,y
WHEC-111d,2012,y
WHEC-111d,2013,y
WHEC-111d,2014,y
WHEC-111d,2015,y
WHEC-111n,2011,y
WHEC-111n,2012,y
WHEC-111n,2013,y
WHEC-111n,2014,y
WHEC-111n,2015,y
WHEC-112d,2011,y
WHEC-112d,2012,y
WHEC-112d,2013,y
WHEC-112d,2014,y
WHEC-112d,2015,y
WHEC-112n,2011,y
WHEC-112n,2012,y
WHEC-112n,2013,y
WHEC-112n,2014,y
WHEC-112n,2015,y
WHEC-113d,2011,y
WHEC-113d,2012,y
WHEC-113d,2013,y
WHEC-113d,2014,y
WHEC-113d,2015,y
WHEC-113n,2011,y
WHEC-113n,2012,y
WHEC-113n,2013,y
WHEC-113n,2014,y
WHEC-113n,2015,y
WHEC-114d,2011,y
WHEC-114d,2012,y
WHEC-114d,2013,y
WHEC-114d,2014,y
WHEC-114d,2015,y
WHEC-114n,2011,y
WHEC-114n,2012,y
WHEC-114n,2013,y
WHEC-114n,2014,y
WHEC-114n,2015,y
WHEC-115d,2011,y
WHEC-115d,2014,y
WHEC-115d,2015,y
WHEC-115n,2011,y
WHEC-115n,2013,y
WHEC-115n,2014,y
WHEC-115n,2015,y
WHEC-116d,2011,y
WHEC-116d,2012,y
WHEC-116d,2014,y
WHEC-116d,2015,y
WHEC-116n,2011,y
WHEC-116n,2012,y
WHEC-116n,2013,y
WHEC-116n,2014,y
WHEC-116n,2015,y
WHEC-117d,2011,y
WHEC-117d,2012,y
WHEC-117d,2013,y
WHEC-117d,2014,y
WHEC-117d,2015,y
WHEC-117n,2012,y
WHEC-117n,2013,y
WHEC-117n,2014,y
WHEC-117n,2015,y
WHEC-117n,2011,y
WHEC-11d,2014,y
WHEC-120d,2011,y
WHEC-120d,2012,y
WHEC-120d,2013,y
WHEC-120d,2014,y
WHEC-120d,2015,y
WHEC-120n,2011,y
WHEC-120n,2012,y
WHEC-120n,2013,y
WHEC-120n,2014,y
WHEC-120n,2015,y
WHEC-121d,2011,y
WHEC-121d,2013,y
WHEC-121d,2014,y
WHEC-121d,2015,y
WHEC-121n,2011,y
WHEC-121n,2013,y
WHEC-121n,2014,y
WHEC-121n,2015,y
WHEC-122d,2011,y
WHEC-122d,2012,y
WHEC-122d,2013,y
WHEC-122d,2014,y
WHEC-122d,2015,y
WHEC-122n,2011,y
WHEC-122n,2012,y
WHEC-122n,2013,y
WHEC-122n,2014,y
WHEC-122n,2015,y
WHEC-123d,2011,y
WHEC-123d,2013,y
WHEC-123d,2014,y
WHEC-123d,2015,y
WHEC-123n,2011,y
WHEC-123n,2013,y
WHEC-123n,2014,y
WHEC-123n,2015,y
WHEC-124d,2011,y
WHEC-124d,2013,y
WHEC-124d,2014,y
WHEC-124d,2015,y
WHEC-124n,2011,y
WHEC-124n,2013,y
WHEC-124n,2014,y
WHEC-124n,2015,y
WHEC-125d,2011,y
WHEC-125d,2012,y
WHEC-125d,2013,y
WHEC-125d,2014,y
WHEC-125d,2015,y
WHEC-125n,2011,y
WHEC-125n,2012,y
WHEC-125n,2013,y
WHEC-125n,2014,y
WHEC-125n,2015,y
WHEC-126d,2011,y
WHEC-126d,2013,y
WHEC-126d,2014,y
WHEC-126d,2015,y
WHEC-126n,2011,y
WHEC-126n,2013,y
WHEC-126n,2014,y
WHEC-126n,2015,y
WHEC-126u,2013,y
WHEC-127d,2011,y
WHEC-127d,2013,y
WHEC-127d,2014,y
WHEC-127d,2015,y
WHEC-127n,2011,y
WHEC-127n,2013,y
WHEC-127n,2014,y
WHEC-127n,2015,y
WHEC-128d,2011,y
WHEC-128d,2012,y
WHEC-128d,2013,y
WHEC-128d,2014,y
WHEC-128d,2015,y
WHEC-128n,2011,y
WHEC-128n,2012,y
WHEC-128n,2014,y
WHEC-128n,2015,y
WHEC-129d,2011,y
WHEC-129d,2012,y
WHEC-129d,2013,y
WHEC-129d,2014,y
WHEC-129d,2015,y
WHEC-129n,2011,y
WHEC-129n,2012,y
WHEC-129n,2013,y
WHEC-129n,2014,y
WHEC-129n,2015,y
WHEC-130c,2011,y
WHEC-130c,2012,y
WHEC-130c,2013,y
WHEC-130c,2014,y
WHEC-130c,2015,y
WHEC-130u,2011,y
WHEC-130u,2012,y
WHEC-130u,2013,y
WHEC-130u,2014,y
WHEC-130u,2015,y
WHEC-131c,2011,y
WHEC-131c,2012,y
WHEC-131c,2013,y
WHEC-131c,2014,y
WHEC-131c,2015,y
WHEC-131u,2011,y
WHEC-131u,2012,y
WHEC-131u,2013,y
WHEC-131u,2014,y
WHEC-131u,2015,y
WHEC-132c,2011,y
WHEC-132c,2013,y
WHEC-132c,2014,y
WHEC-132u,2011,y
WHEC-132u,2013,y
WHEC-132u,2014,y
WHEC-133c,2011,y
WHEC-133c,2012,y
WHEC-133c,2013,y
WHEC-133c,2014,y
WHEC-133c,2015,y
WHEC-133u,2011,y
WHEC-133u,2012,y
WHEC-133u,2013,y
WHEC-133u,2014,y
WHEC-133u,2015,y
WHEC-134c,2011,y
WHEC-134c,2012,y
WHEC-134c,2013,y
WHEC-134c,2014,y
WHEC-134c,2015,y
WHEC-134u,2011,y
WHEC-134u,2012,y
WHEC-134u,2013,y
WHEC-134u,2014,y
WHEC-134u,2015,y
WHEC-135c,2011,y
WHEC-135c,2013,y
WHEC-135c,2014,y
WHEC-135s,2011,y
WHEC-135u,2011,y
WHEC-135u,2013,y
WHEC-135u,2014,y
WHEC-136c,2011,y
WHEC-136c,2012,y
WHEC-136c,2013,y
WHEC-136c,2014,y
WHEC-136c,2015,y
WHEC-136u,2011,y
WHEC-136u,2012,y
WHEC-136u,2013,y
WHEC-136u,2014,y
WHEC-136u,2015,y
WHEC-137c,2011,y
WHEC-137c,2012,y
WHEC-137c,2013,y
WHEC-137c,2014,y
WHEC-137c,2015,y
WHEC-137u,2011,y
WHEC-137u,2012,y
WHEC-137u,2013,y
WHEC-137u,2014,y
WHEC-137u,2015,y
WHEC-138c,2011,y
WHEC-138c,2013,y
WHEC-138c,2014,y
WHEC-138u,2011,y
WHEC-138u,2013,y
WHEC-138u,2014,y
WHEC-139c,2011,y
WHEC-139c,2012,y
WHEC-139c,2013,y
WHEC-139c,2014,y
WHEC-139c,2015,y
WHEC-139u,2011,y
WHEC-139u,2012,y
WHEC-139u,2013,y
WHEC-139u,2014,y
WHEC-139u,2015,y
WHEC-140c,2011,y
WHEC-140c,2012,y
WHEC-140c,2013,y
WHEC-140c,2014,y
WHEC-140c,2015,y
WHEC-140u,2011,y
WHEC-140u,2012,y
WHEC-140u,2013,y
WHEC-140u,2014,y
WHEC-140u,2015,y
WHEC-141c,2011,y
WHEC-141c,2013,y
WHEC-141c,2014,y
WHEC-141u,2011,y
WHEC-141u,2013,y
WHEC-141u,2014,y
WHEC-142c,2011,y
WHEC-142c,2012,y
WHEC-142c,2013,y
WHEC-142c,2014,y
WHEC-142c,2015,y
WHEC-142s,2011,y
WHEC-142u,2011,y
WHEC-142u,2012,y
WHEC-142u,2013,y
WHEC-142u,2014,y
WHEC-142u,2015,y
WHEC-143c,2011,y
WHEC-143c,2012,y
WHEC-143c,2013,y
WHEC-143c,2014,y
WHEC-143c,2015,y
WHEC-143u,2011,y
WHEC-143u,2012,y
WHEC-143u,2013,y
WHEC-143u,2014,y
WHEC-143u,2015,y
WHEC-144c,2011,y
WHEC-144c,2013,y
WHEC-144c,2014,y
WHEC-144u,2011,y
WHEC-144u,2013,y
WHEC-144u,2014,y
WHEC-145c,2011,y
WHEC-145c,2012,y
WHEC-145c,2013,y
WHEC-145c,2014,y
WHEC-145c,2015,y
WHEC-145u,2011,y
WHEC-145u,2012,y
WHEC-145u,2013,y
WHEC-145u,2014,y
WHEC-145u,2015,y
WHEC-146c,2011,y
WHEC-146c,2012,y
WHEC-146c,2013,y
WHEC-146c,2014,y
WHEC-146c,2015,y
WHEC-146u,2011,y
WHEC-146u,2012,y
WHEC-146u,2013,y
WHEC-146u,2014,y
WHEC-146u,2015,y
WHEC-149c,2011,y
WHEC-149u,2011,y
WHEC-14d,2010,y
WHEC-14d,2011,y
WHEC-14d,2012,y
WHEC-14d,2013,y
WHEC-14d,2014,y
WHEC-14d,2015,y
WHEC-14n,2010,y
WHEC-14n,2011,y
WHEC-14n,2012,y
WHEC-14n,2013,y
WHEC-14n,2014,y
WHEC-14n,2015,y
WHEC-150u,2011,y
WHEC-151d,2011,y
WHEC-151d,2013,y
WHEC-151d,2014,y
WHEC-151d,2015,y
WHEC-151n,2011,y
WHEC-151n,2013,y
WHEC-151n,2014,y
WHEC-151n,2015,y
WHEC-152d,2011,y
WHEC-152d,2012,y
WHEC-152d,2013,y
WHEC-152d,2014,y
WHEC-152d,2015,y
WHEC-152n,2011,y
WHEC-152n,2012,y
WHEC-152n,2013,y
WHEC-152n,2014,y
WHEC-152n,2015,y
WHEC-153d,2011,y
WHEC-153d,2012,y
WHEC-153d,2013,y
WHEC-153d,2014,y
WHEC-153d,2015,y
WHEC-153n,2011,y
WHEC-153n,2012,y
WHEC-153n,2013,y
WHEC-153n,2014,y
WHEC-153n,2015,y
WHEC-154d,2011,y
WHEC-154d,2013,y
WHEC-154d,2014,y
WHEC-154d,2015,y
WHEC-154n,2011,y
WHEC-154n,2013,y
WHEC-154n,2014,y
WHEC-154n,2015,y
WHEC-155d,2011,y
WHEC-155d,2012,y
WHEC-155d,2013,y
WHEC-155d,2014,y
WHEC-155d,2015,y
WHEC-155n,2011,y
WHEC-155n,2012,y
WHEC-155n,2013,y
WHEC-155n,2014,y
WHEC-155n,2015,y
WHEC-156d,2011,y
WHEC-156d,2012,y
WHEC-156d,2013,y
WHEC-156d,2014,y
WHEC-156d,2015,y
WHEC-156n,2011,y
WHEC-156n,2012,y
WHEC-156n,2013,y
WHEC-156n,2014,y
WHEC-156n,2015,y
WHEC-16d,2010,y
WHEC-16d,2011,y
WHEC-16d,2013,y
WHEC-16d,2014,y
WHEC-16d,2015,y
WHEC-16n,2010,y
WHEC-16n,2011,y
WHEC-16n,2013,y
WHEC-16n,2014,y
WHEC-16n,2015,y
WHEC-17d,2010,y
WHEC-17d,2011,y
WHEC-17d,2012,y
WHEC-17d,2013,y
WHEC-17d,2015,y
WHEC-17n,2010,y
WHEC-17n,2011,y
WHEC-17n,2012,y
WHEC-17n,2013,y
WHEC-17n,2014,y
WHEC-17n,2015,y
WHEC-180d,2013,y
WHEC-180d,2014,y
WHEC-180d,2015,y
WHEC-180n,2013,y
WHEC-180n,2014,y
WHEC-180n,2015,y
WHEC-181d,2013,y
WHEC-181d,2014,y
WHEC-181d,2015,y
WHEC-181n,2013,y
WHEC-181n,2014,y
WHEC-181n,2015,y
WHEC-182d,2013,y
WHEC-182d,2014,y
WHEC-182d,2015,y
WHEC-182n,2013,y
WHEC-182n,2014,y
WHEC-182n,2015,y
WHEC-1d,2011,y
WHEC-1d,2012,y
WHEC-1d,2013,y
WHEC-1d,2014,y
WHEC-1d,2015,y
WHEC-1d,2010,y
WHEC-1n,2011,y
WHEC-1n,2012,y
WHEC-1n,2013,y
WHEC-1n,2014,y
WHEC-1n,2015,y
WHEC-1n,2010,y
WHEC-201c,2013,y
WHEC-201c,2014,y
WHEC-201c,2015,y
WHEC-201u,2014,y
WHEC-201u,2015,y
WHEC-202c,2012,y
WHEC-202c,2013,y
WHEC-202c,2014,y
WHEC-202c,2015,y
WHEC-202u,2012,y
WHEC-202u,2015,y
WHEC-203c,2013,y
WHEC-203c,2014,y
WHEC-203c,2015,y
WHEC-203u,2013,y
WHEC-204c,2013,y
WHEC-204c,2014,y
WHEC-204c,2015,y
WHEC-204u,2013,y
WHEC-204u,2014,y
WHEC-204u,2015,y
WHEC-205c,2013,y
WHEC-205c,2014,y
WHEC-205c,2015,y
WHEC-205u,2013,y
WHEC-205u,2014,y
WHEC-205u,2015,y
WHEC-20d,2010,y
WHEC-20d,2011,y
WHEC-20d,2012,y
WHEC-20d,2013,y
WHEC-20d,2014,y
WHEC-20d,2015,y
WHEC-20n,2010,y
WHEC-20n,2011,y
WHEC-20n,2012,y
WHEC-20n,2013,y
WHEC-20n,2014,y
WHEC-20n,2015,y
WHEC-21d,2010,y
WHEC-21d,2011,y
WHEC-21d,2013,y
WHEC-21d,2014,y
WHEC-21d,2015,y
WHEC-21n,2010,y
WHEC-21n,2011,y
WHEC-21n,2013,y
WHEC-21n,2014,y
WHEC-21n,2015,y
WHEC-22d,2010,y
WHEC-22d,2011,y
WHEC-22d,2012,y
WHEC-22d,2014,y
WHEC-22d,2015,y
WHEC-22n,2010,y
WHEC-22n,2011,y
WHEC-22n,2012,y
WHEC-22n,2013,y
WHEC-22n,2014,y
WHEC-22n,2015,y
WHEC-24d,2010,y
WHEC-24d,2011,y
WHEC-24d,2012,y
WHEC-24d,2013,y
WHEC-24d,2014,y
WHEC-24d,2015,y
WHEC-24n,2010,y
WHEC-24n,2011,y
WHEC-24n,2012,y
WHEC-24n,2013,y
WHEC-24n,2014,y
WHEC-24n,2015,y
WHEC-25b,2010,y
WHEC-25d,2010,y
WHEC-25d,2011,y
WHEC-25d,2012,y
WHEC-25d,2013,y
WHEC-25d,2014,y
WHEC-25d,2015,y
WHEC-25n,2011,y
WHEC-25n,2012,y
WHEC-25n,2013,y
WHEC-25n,2014,y
WHEC-25n,2015,y
WHEC-25n,2010,y
WHEC-26b,2010,y
WHEC-26d,2011,y
WHEC-26d,2013,y
WHEC-26d,2014,y
WHEC-26d,2015,y
WHEC-26d,2010,y
WHEC-26n,2011,y
WHEC-26n,2014,y
WHEC-26n,2015,y
WHEC-26n,2010,y
WHEC-27d,2013,y
WHEC-27d,2014,y
WHEC-27d,2015,y
WHEC-27d,2011,y
WHEC-27d,2010,y
WHEC-27n,2011,y
WHEC-27n,2012,y
WHEC-27n,2013,y
WHEC-27n,2014,y
WHEC-27n,2015,y
WHEC-27n,2010,y
WHEC-28b,2010,y
WHEC-28d,2010,y
WHEC-28d,2011,y
WHEC-28d,2012,y
WHEC-28d,2013,y
WHEC-28d,2014,y
WHEC-28d,2015,y
WHEC-28n,2011,y
WHEC-28n,2012,y
WHEC-28n,2013,y
WHEC-28n,2014,y
WHEC-28n,2015,y
WHEC-28n,2010,y
WHEC-29d,2011,y
WHEC-29d,2010,y
WHEC-29n,2011,y
WHEC-29n,2010,y
WHEC-2d,2011,y
WHEC-2d,2013,y
WHEC-2d,2014,y
WHEC-2d,2015,y
WHEC-2d,2010,y
WHEC-2n,2011,y
WHEC-2n,2013,y
WHEC-2n,2014,y
WHEC-2n,2015,y
WHEC-2n,2010,y
WHEC-30d,2011,y
WHEC-30d,2012,y
WHEC-30d,2013,y
WHEC-30d,2014,y
WHEC-30d,2015,y
WHEC-30d,2010,y
WHEC-30n,2011,y
WHEC-30n,2012,y
WHEC-30n,2013,y
WHEC-30n,2014,y
WHEC-30n,2015,y
WHEC-30n,2010,y
WHEC-31d,2009,y
WHEC-31d,2012,y
WHEC-31d,2013,y
WHEC-31d,2014,y
WHEC-31d,2015,y
WHEC-31d,2010,y
WHEC-31n,2010,y
WHEC-31n,2011,y
WHEC-31n,2012,y
WHEC-31n,2013,y
WHEC-31n,2014,y
WHEC-31n,2015,y
WHEC-32d,2011,y
WHEC-32d,2013,y
WHEC-32d,2014,y
WHEC-32d,2015,y
WHEC-32d,2010,y
WHEC-32n,2011,y
WHEC-32n,2013,y
WHEC-32n,2014,y
WHEC-32n,2015,y
WHEC-32n,2010,y
WHEC-33d,2011,y
WHEC-33d,2012,y
WHEC-33d,2013,y
WHEC-33d,2014,y
WHEC-33d,2015,y
