deployment,year,Lure
ABMI-474-NW,2015,n
ABMI-474-SE,2015,n
ABMI-474-SW,2015,y
ABMI-475-NE,2017,y
ABMI-475-NW,2017,n
ABMI-475-SE,2017,n
ABMI-475-SW,2017,y
ABMI-476-NE,2017,y
ABMI-476-NW,2017,n
ABMI-476-SE,2017,n
ABMI-476-SW,2017,y
ABMI-477-NE,2017,y
ABMI-477-NW,2017,n
ABMI-477-SE,2017,n
ABMI-477-SW,2017,y
ABMI-478-NE,2018,y
ABMI-478-SW,2018,n
ABMI-479-NE,2018,y
ABMI-479-SW,2018,n
ABMI-480-NE,2018,y
ABMI-480-SW,2018,n
ABMI-481-NE,2016,y
ABMI-481-NW,2016,n
ABMI-481-NW,2017,n
ABMI-481-SE,2016,n
ABMI-481-SE,2017,n
ABMI-481-SW,2016,y
ABMI-481-SW,2017,y
ABMI-482-NE,2016,y
ABMI-482-NW,2016,n
ABMI-482-SE,2016,n
ABMI-482-SW,2016,y
ABMI-482-SW,2017,y
ABMI-483-NE,2016,y
ABMI-483-NE,2017,y
ABMI-483-NW,2016,n
ABMI-483-SE,2016,n
ABMI-483-SW,2016,y
ABMI-497-NE,2016,y
ABMI-497-NW,2016,n
ABMI-497-SE,2016,n
ABMI-497-SW,2016,y
ABMI-498-NE,2016,y
ABMI-498-NW,2016,n
ABMI-498-SE,2016,n
ABMI-498-SW,2016,y
ABMI-499-NE,2016,y
ABMI-499-NW,2016,n
ABMI-499-SE,2016,n
ABMI-499-SW,2016,y
ABMI-4-NE,2017,y
ABMI-4-NW,2017,n
ABMI-4-SE,2017,n
ABMI-4-SW,2017,y
ABMI-503-NE,2018,y
ABMI-503-NW,2018,n
ABMI-503-SE,2018,n
ABMI-503-SW,2018,y
ABMI-504-NE,2018,y
ABMI-504-NW,2018,n
ABMI-504-SE,2018,n
ABMI-504-SW,2018,y
ABMI-505-NE,2018,y
ABMI-505-NW,2018,n
ABMI-505-SE,2018,n
ABMI-505-SW,2018,y
ABMI-506-NE,2016,y
ABMI-506-NW,2016,n
ABMI-506-SE,2016,n
ABMI-506-SW,2016,y
ABMI-507-NE,2016,y
ABMI-507-NW,2016,n
ABMI-507-SE,2016,n
ABMI-507-SW,2016,y
ABMI-508-NE,2016,y
ABMI-508-NW,2016,n
ABMI-508-SE,2016,n
ABMI-508-SW,2016,y
ABMI-509-NE,2014,y
ABMI-509-NW,2014,n
ABMI-509-SE,2014,n
ABMI-509-SW,2014,y
ABMI-512-NE,2015,y
ABMI-512-NW,2015,n
ABMI-512-SE,2015,n
ABMI-512-SW,2015,y
ABMI-514-NE,2015,y
ABMI-514-NW,2015,n
ABMI-514-SE,2015,n
ABMI-514-SW,2015,y
ABMI-528-NE,2016,y
ABMI-528-NW,2016,n
ABMI-528-SE,2016,n
ABMI-528-SW,2016,y
ABMI-529-NE,2016,y
ABMI-529-NW,2016,n
ABMI-529-SE,2016,n
ABMI-529-SW,2016,y
ABMI-530-NE,2016,y
ABMI-530-NW,2016,n
ABMI-530-SE,2016,n
ABMI-530-SW,2016,y
ABMI-534-NE,2018,y
ABMI-534-NW,2018,n
ABMI-534-SE,2018,n
ABMI-534-SW,2018,y
ABMI-535-NE,2018,y
ABMI-535-NW,2018,n
ABMI-535-SE,2018,n
ABMI-535-SW,2018,y
ABMI-536-NE,2018,y
ABMI-536-NW,2018,n
ABMI-536-SE,2018,n
ABMI-536-SW,2018,y
ABMI-537-NE,2016,y
ABMI-537-NW,2016,n
ABMI-537-SE,2016,n
ABMI-537-SW,2016,y
ABMI-538-NE,2016,y
ABMI-538-NW,2016,n
ABMI-538-SE,2016,n
ABMI-538-SW,2016,y
ABMI-538-SW,2017,y
ABMI-539-NE,2016,y
ABMI-539-NW,2016,n
ABMI-539-SE,2016,y
ABMI-539-SW,2016,y
ABMI-540-NE,2014,y
ABMI-540-NW,2014,n
ABMI-540-SE,2014,n
ABMI-540-SW,2014,y
ABMI-541-NE,2014,y
ABMI-541-NW,2014,n
ABMI-541-SE,2014,n
ABMI-541-SW,2014,y
ABMI-543-NE,2015,y
ABMI-543-NW,2015,n
ABMI-543-SE,2015,n
ABMI-543-SW,2015,y
ABMI-544-NE,2015,y
ABMI-544-NW,2015,n
ABMI-544-SE,2015,y
ABMI-544-SW,2015,n
ABMI-545-NW,2015,n
ABMI-545-SW,2015,y
ABMI-555-NE,2017,y
ABMI-555-NW,2017,n
ABMI-555-SE,2017,n
ABMI-555-SW,2017,y
ABMI-559-NE,2016,y
ABMI-559-NW,2016,n
ABMI-559-SE,2016,n
ABMI-559-SW,2016,y
ABMI-560-NE,2016,y
ABMI-560-NW,2016,n
ABMI-560-SE,2016,n
ABMI-560-SW,2016,y
ABMI-561-NE,2016,y
ABMI-561-NW,2016,n
ABMI-561-SE,2016,n
ABMI-561-SW,2016,y
ABMI-565-NE,2018,y
ABMI-565-NW,2018,n
ABMI-565-SE,2018,n
ABMI-565-SW,2018,y
ABMI-566-NE,2018,y
ABMI-566-NW,2018,n
ABMI-566-SE,2018,n
ABMI-566-SW,2018,y
ABMI-567-NE,2018,y
ABMI-567-NW,2018,n
ABMI-567-SE,2018,n
ABMI-567-SW,2018,y
ABMI-568-NE,2016,y
ABMI-568-NW,2016,n
ABMI-568-SE,2016,n
ABMI-568-SW,2016,y
ABMI-569-NE,2016,y
ABMI-569-NW,2016,n
ABMI-569-SE,2016,n
ABMI-569-SE,2017,n
ABMI-569-SW,2016,y
ABMI-570-NE,2016,y
ABMI-570-NW,2016,n
ABMI-570-SE,2016,n
ABMI-570-SW,2016,y
ABMI-572-NE,2014,y
ABMI-572-NW,2014,n
ABMI-572-SE,2014,n
ABMI-572-SW,2014,y
ABMI-574-NE,2015,n
ABMI-574-NW,2015,n
ABMI-574-SE,2015,n
ABMI-574-SW,2015,n
ABMI-575-NE,2015,y
ABMI-575-NW,2015,n
ABMI-575-SE,2015,n
ABMI-575-SW,2015,y
ABMI-576-NE,2015,y
ABMI-576-NW,2015,n
ABMI-576-SE,2015,n
ABMI-576-SW,2015,y
ABMI-584-NE,2016,y
ABMI-584-NW,2016,n
ABMI-584-SE,2016,n
ABMI-584-SW,2016,y
ABMI-585-NE,2016,y
ABMI-585-NW,2016,n
ABMI-585-SE,2016,n
ABMI-585-SW,2016,y
ABMI-586-NE,2016,y
ABMI-586-NW,2016,n
ABMI-586-SE,2016,n
ABMI-586-SW,2016,y
ABMI-587-NE,2017,y
ABMI-587-NW,2017,n
ABMI-587-SE,2017,n
ABMI-587-SW,2017,y
ABMI-588-NE,2017,y
ABMI-588-NE,2013,n
ABMI-588-NW,2017,n
ABMI-588-NW,2013,n
ABMI-588-SE,2017,n
ABMI-588-SE,2013,n
ABMI-588-SW,2017,y
ABMI-588-SW,2013,n
ABMI-589-NE,2017,y
ABMI-589-NW,2017,n
ABMI-589-SE,2017,n
ABMI-589-SW,2017,y
ABMI-590-NE,2018,y
ABMI-590-NW,2018,n
ABMI-590-SE,2018,n
ABMI-590-SW,2018,y
ABMI-592-NE,2018,y
ABMI-592-NW,2018,n
ABMI-592-SE,2018,n
ABMI-592-SW,2018,y
ABMI-593-NE,2016,y
ABMI-593-NW,2016,n
ABMI-593-SE,2016,n
ABMI-593-SW,2016,y
ABMI-594-NE,2016,y
ABMI-594-NW,2016,n
ABMI-594-SE,2016,n
ABMI-594-SW,2016,y
ABMI-595-NE,2016,y
ABMI-595-NW,2016,n
ABMI-595-SE,2016,n
ABMI-595-SW,2016,y
ABMI-599-NE,2015,y
ABMI-599-NW,2015,n
ABMI-599-SE,2015,n
ABMI-599-SW,2015,y
ABMI-5-NE,2017,y
ABMI-5-NW,2017,n
ABMI-5-SE,2017,n
ABMI-5-SW,2017,y
ABMI-600-NE,2015,y
ABMI-600-NW,2015,n
ABMI-600-SE,2015,n
ABMI-600-SW,2015,y
ABMI-601-NE,2015,y
ABMI-601-NW,2015,n
ABMI-601-SE,2015,n
ABMI-601-SW,2015,y
ABMI-602-NE,2017,y
ABMI-602-NW,2017,n
ABMI-602-SE,2017,n
ABMI-602-SW,2017,y
ABMI-603-NE,2017,y
ABMI-603-NW,2017,n
ABMI-603-SE,2017,n
ABMI-603-SW,2017,y
ABMI-604-NE,2017,y
ABMI-604-NW,2017,n
ABMI-604-SE,2017,n
ABMI-604-SW,2017,y
ABMI-605-NE,2018,y
ABMI-605-SW,2018,n
ABMI-606-NE,2018,y
ABMI-606-SW,2018,n
ABMI-607-NE,2018,y
ABMI-607-SW,2018,n
ABMI-608-NE,2016,y
ABMI-608-NW,2016,n
ABMI-608-SE,2016,n
ABMI-608-SW,2016,y
ABMI-616-NE,2016,y
ABMI-616-NW,2016,n
ABMI-616-SE,2016,n
ABMI-616-SW,2016,y
ABMI-617-NE,2016,y
ABMI-617-NW,2016,n
ABMI-617-SE,2016,n
ABMI-617-SW,2016,y
ABMI-618-NE,2016,y
ABMI-618-NW,2016,n
ABMI-618-SE,2016,n
ABMI-618-SW,2016,y
ABMI-619-NE,2017,y
ABMI-619-NW,2017,n
ABMI-619-SE,2017,n
ABMI-619-SW,2017,y
ABMI-620-NE,2017,y
ABMI-620-NW,2017,n
ABMI-620-SE,2017,n
ABMI-620-SW,2017,y
ABMI-621-NE,2017,y
ABMI-621-NE,2013,n
ABMI-621-NW,2017,n
ABMI-621-NW,2013,n
ABMI-621-SE,2017,n
ABMI-621-SE,2013,n
ABMI-621-SW,2017,y
ABMI-621-SW,2013,n
ABMI-622-NE,2018,y
ABMI-622-NW,2018,n
ABMI-622-SE,2018,n
ABMI-622-SW,2018,y
ABMI-623-NE,2018,y
ABMI-623-NW,2018,n
ABMI-623-SE,2018,n
ABMI-623-SW,2018,y
ABMI-624-NE,2018,n
ABMI-624-NW,2018,n
ABMI-624-SE,2018,n
ABMI-624-SW,2018,y
ABMI-625-NE,2016,y
ABMI-625-NW,2016,n
ABMI-625-SE,2016,n
ABMI-625-SW,2016,y
ABMI-626-NE,2016,y
ABMI-626-NW,2016,n
ABMI-626-SE,2016,n
ABMI-626-SW,2016,y
ABMI-627-NE,2016,y
ABMI-627-NW,2016,n
ABMI-627-SE,2016,n
ABMI-627-SW,2016,y
ABMI-631-NE,2015,y
ABMI-631-NW,2015,n
ABMI-631-SE,2015,n
ABMI-631-SW,2015,y
ABMI-632-NW,2015,n
ABMI-632-SE,2015,n
ABMI-632-SW,2015,y
ABMI-633-NE,2015,y
ABMI-633-NW,2015,n
ABMI-633-SE,2015,n
ABMI-633-SW,2015,y
ABMI-634-NE,2017,y
ABMI-634-NW,2017,n
ABMI-634-SE,2017,n
ABMI-634-SW,2017,y
ABMI-635-NE,2017,y
ABMI-635-NW,2017,n
ABMI-635-SE,2017,n
ABMI-635-SW,2017,y
ABMI-636-NE,2017,y
ABMI-636-NW,2017,n
ABMI-636-SE,2017,n
ABMI-636-SW,2017,y
ABMI-637-NE,2018,y
ABMI-637-SW,2018,n
ABMI-638-NE,2018,y
ABMI-638-SW,2018,n
ABMI-639-NE,2018,y
ABMI-639-SW,2018,n
ABMI-63-NE,2016,y
ABMI-63-NW,2016,n
ABMI-63-SE,2016,n
ABMI-63-SW,2016,y
ABMI-640-NE,2016,y
ABMI-640-NW,2016,n
ABMI-640-SE,2016,n
ABMI-640-SW,2016,y
ABMI-648-NE,2016,n
ABMI-648-NW,2016,y
ABMI-648-SE,2016,n
ABMI-648-SW,2016,NA
ABMI-649-NE,2016,y
ABMI-649-NW,2016,n
ABMI-649-SE,2016,n
ABMI-649-SW,2016,y
ABMI-64-NE,2016,y
ABMI-64-NW,2016,n
ABMI-64-SE,2016,n
ABMI-64-SW,2016,y
ABMI-650-NE,2016,n
ABMI-650-NW,2016,n
ABMI-650-SE,2016,y
ABMI-650-SW,2016,NA
ABMI-651-NE,2017,y
ABMI-651-NW,2017,n
ABMI-651-SE,2017,n
ABMI-651-SW,2017,y
ABMI-652-NE,2017,y
ABMI-652-NW,2017,n
ABMI-652-SE,2017,n
ABMI-652-SW,2017,y
ABMI-653-NE,2017,y
ABMI-653-NW,2017,n
ABMI-653-NW,2013,n
ABMI-653-SE,2017,n
ABMI-653-SE,2013,n
ABMI-653-SW,2017,y
ABMI-653-SW,2013,n
ABMI-657-NE,2016,y
ABMI-657-NW,2016,n
ABMI-657-SE,2016,n
ABMI-657-SW,2016,y
ABMI-658-NE,2016,y
ABMI-658-NW,2016,n
ABMI-658-SE,2016,n
ABMI-658-SW,2016,y
ABMI-659-NE,2016,y
ABMI-659-NW,2016,n
ABMI-659-SE,2016,n
ABMI-659-SW,2016,y
ABMI-65-NE,2016,y
ABMI-65-NW,2016,n
ABMI-65-SE,2016,n
ABMI-65-SW,2016,y
ABMI-663-NE,2015,y
ABMI-663-NW,2015,n
ABMI-663-SE,2015,n
ABMI-663-SW,2015,y
ABMI-664-NE,2015,y
ABMI-664-NW,2015,n
ABMI-664-SE,2015,n
ABMI-664-SW,2015,y
ABMI-665-NE,2015,y
ABMI-665-NW,2015,n
ABMI-665-SE,2015,n
ABMI-665-SW,2015,y
ABMI-666-NE,2017,y
ABMI-666-NW,2017,n
ABMI-666-SE,2017,n
ABMI-666-SW,2017,y
ABMI-667-NE,2017,y
ABMI-667-NW,2017,n
ABMI-667-SE,2017,n
ABMI-667-SW,2017,y
ABMI-668-NE,2017,y
ABMI-668-NW,2017,n
ABMI-668-SE,2017,n
ABMI-668-SW,2017,y
ABMI-669-NE,2018,y
ABMI-669-SW,2018,n
ABMI-670-NE,2018,y
ABMI-670-SW,2018,n
ABMI-671-NE,2018,y
ABMI-671-SW,2018,n
ABMI-672-NE,2016,y
ABMI-672-NW,2016,n
ABMI-672-SE,2016,n
ABMI-672-SW,2016,y
ABMI-679-NE,2018,y
ABMI-679-SW,2018,n
ABMI-680-NE,2018,y
ABMI-680-SW,2018,n
ABMI-681-NE,2018,n
ABMI-681-SW,2018,y
ABMI-691-NE,2017,y
ABMI-691-NW,2017,n
ABMI-691-SE,2017,n
ABMI-691-SW,2017,y
ABMI-692-NE,2017,y
ABMI-692-NW,2017,n
ABMI-692-SE,2017,n
ABMI-692-SW,2017,y
ABMI-693-NE,2017,y
ABMI-693-NW,2017,n
ABMI-693-SE,2017,n
ABMI-693-SW,2017,y
ABMI-694-NE,2018,y
ABMI-694-SW,2018,n
ABMI-695-NE,2018,y
ABMI-695-SW,2018,n
ABMI-696-NE,2018,y
ABMI-696-SW,2018,n
ABMI-697-NE,2016,y
ABMI-697-NW,2016,n
ABMI-697-SE,2016,n
ABMI-697-SW,2016,y
ABMI-698-NE,2016,y
ABMI-698-NW,2016,n
ABMI-698-SE,2016,n
ABMI-698-SW,2016,y
ABMI-699-NE,2016,y
ABMI-699-NW,2016,n
ABMI-699-SE,2016,n
ABMI-699-SW,2016,y
ABMI-6-NE,2017,y
ABMI-6-NW,2017,n
ABMI-6-SE,2017,n
ABMI-6-SW,2017,y
ABMI-710-NE,2018,y
ABMI-710-SW,2018,n
ABMI-711-NE,2018,y
ABMI-711-SW,2018,n
ABMI-712-NE,2018,y
ABMI-712-SW,2018,n
ABMI-714-NE,2013,n
ABMI-714-NW,2013,n
ABMI-714-SE,2013,n
ABMI-714-SW,2013,n
ABMI-722-NE,2017,y
ABMI-722-NW,2017,n
ABMI-722-SE,2017,n
ABMI-722-SW,2017,y
ABMI-723-NE,2017,y
ABMI-723-NW,2017,n
ABMI-723-SE,2017,n
ABMI-723-SW,2017,y
ABMI-724-NE,2017,y
ABMI-724-NW,2017,n
ABMI-724-SE,2017,n
ABMI-724-SW,2017,y
ABMI-725-NE,2018,y
ABMI-725-SW,2018,NA
ABMI-726-NE,2018,y
ABMI-726-SW,2018,NA
ABMI-727-NE,2018,y
ABMI-727-SW,2018,n
ABMI-728-NE,2016,y
ABMI-728-NW,2016,n
ABMI-728-SE,2016,n
ABMI-728-SW,2016,y
ABMI-729-NE,2016,y
ABMI-729-NW,2016,n
ABMI-729-SE,2016,n
ABMI-729-SW,2016,y
ABMI-730-NE,2016,y
ABMI-730-NW,2016,n
ABMI-730-SE,2016,n
ABMI-730-SW,2016,y
ABMI-741-NE,2018,y
ABMI-741-SW,2018,n
ABMI-742-NE,2018,y
ABMI-742-SW,2018,n
ABMI-743-NE,2018,y
ABMI-743-SW,2018,n
ABMI-753-NE,2017,y
ABMI-753-NW,2017,n
ABMI-753-SE,2017,n
ABMI-753-SW,2017,y
ABMI-754-NE,2017,y
ABMI-754-NW,2017,n
ABMI-754-SE,2017,n
ABMI-754-SW,2017,y
ABMI-755-NE,2017,y
ABMI-755-NW,2017,n
ABMI-755-SE,2017,n
ABMI-755-SW,2017,y
ABMI-756-NE,2018,y
ABMI-756-SW,2018,n
ABMI-757-NE,2018,y
ABMI-757-SW,2018,n
ABMI-758-NE,2018,y
ABMI-758-SW,2018,n
ABMI-759-NE,2016,y
ABMI-759-NW,2016,n
ABMI-759-SE,2016,n
ABMI-759-SW,2016,y
ABMI-760-NE,2016,y
ABMI-760-NW,2016,n
ABMI-760-SE,2016,n
ABMI-760-SW,2016,y
ABMI-761-NE,2016,y
ABMI-761-NW,2016,n
ABMI-761-SE,2016,n
ABMI-761-SW,2016,y
ABMI-767-NE,2018,y
ABMI-767-NW,2018,n
ABMI-767-SE,2018,n
ABMI-767-SW,2018,y
ABMI-768-NE,2018,y
ABMI-768-NW,2018,n
ABMI-768-SE,2018,n
ABMI-768-SW,2018,y
ABMI-769-NE,2018,y
ABMI-769-NW,2018,n
ABMI-769-SE,2018,n
ABMI-769-SW,2018,y
ABMI-782-NE,2018,y
ABMI-782-NW,2018,n
ABMI-782-SE,2018,n
ABMI-782-SW,2018,y
ABMI-791-NE,2015,y
ABMI-791-NW,2015,n
ABMI-791-SE,2015,n
ABMI-791-SW,2015,y
ABMI-792-NE,2015,y
ABMI-792-NW,2015,n
ABMI-792-SE,2015,n
ABMI-792-SW,2015,y
ABMI-793-NE,2015,y
ABMI-793-NW,2015,n
ABMI-793-SE,2015,n
ABMI-793-SW,2015,y
ABMI-794-NE,2015,y
ABMI-794-NW,2015,n
ABMI-794-SE,2015,n
ABMI-794-SW,2015,y
ABMI-799-NE,2018,y
ABMI-799-NW,2018,n
ABMI-799-SE,2018,n
ABMI-799-SW,2018,y
ABMI-7-NE,2018,n
ABMI-7-SW,2018,y
ABMI-800-NE,2018,y
ABMI-800-NW,2018,n
ABMI-800-SE,2018,n
ABMI-800-SW,2018,n
ABMI-801-NE,2018,y
ABMI-801-NW,2018,n
ABMI-801-SE,2018,n
ABMI-801-SW,2018,y
ABMI-816-NE,2018,y
ABMI-816-NW,2018,n
ABMI-816-SE,2018,n
ABMI-816-SW,2018,y
ABMI-823-NE,2015,y
ABMI-823-NW,2015,n
ABMI-823-SE,2015,n
ABMI-823-SW,2015,y
ABMI-824-SE,2015,n
ABMI-824-SW,2015,y
ABMI-825-NE,2015,y
ABMI-825-NW,2015,n
ABMI-825-SE,2015,n
ABMI-825-SW,2015,y
ABMI-826-NE,2017,y
ABMI-826-NW,2017,n
ABMI-826-SE,2017,n
ABMI-826-SW,2017,y
ABMI-827-NE,2017,y
ABMI-827-NW,2017,n
ABMI-827-SE,2017,n
ABMI-827-SW,2017,y
ABMI-828-NE,2017,y
ABMI-828-NW,2017,n
ABMI-828-SE,2017,n
ABMI-828-SW,2017,y
ABMI-829-NE,2018,y
ABMI-829-SW,2018,n
ABMI-830-NE,2018,y
ABMI-830-SW,2018,NA
ABMI-831-NE,2018,y
ABMI-831-NW,2018,NA
ABMI-831-SE,2018,n
ABMI-831-SW,2018,y
ABMI-832-NE,2018,y
ABMI-832-NW,2018,n
ABMI-832-SE,2018,n
ABMI-832-SW,2018,y
ABMI-833-NE,2018,y
ABMI-833-NW,2018,n
ABMI-833-SE,2018,n
ABMI-833-SW,2018,y
ABMI-842-NW,2013,n
ABMI-842-SE,2013,n
ABMI-842-SW,2013,n
ABMI-848-NE,2018,y
ABMI-848-NW,2018,n
ABMI-848-SE,2018,n
ABMI-848-SW,2018,y
ABMI-855-NE,2015,y
ABMI-855-NW,2015,n
ABMI-855-SE,2015,n
ABMI-855-SW,2015,y
ABMI-856-NE,2015,y
ABMI-856-NW,2015,n
ABMI-856-SE,2015,n
ABMI-856-SW,2015,n
ABMI-857-NE,2015,y
ABMI-857-NW,2015,n
ABMI-857-SE,2015,n
ABMI-857-SW,2015,y
ABMI-858-NE,2017,y
ABMI-858-NW,2017,n
ABMI-858-SE,2017,n
ABMI-858-SW,2017,y
ABMI-859-NE,2017,y
ABMI-859-NW,2017,n
ABMI-859-SE,2017,n
ABMI-859-SW,2017,y
ABMI-860-NE,2017,y
ABMI-860-NW,2017,n
ABMI-860-SE,2017,n
ABMI-860-SW,2017,y
ABMI-861-NE,2018,n
ABMI-861-SW,2018,y
ABMI-862-NE,2018,n
ABMI-862-SW,2018,y
ABMI-887-NE,2018,y
ABMI-887-SW,2018,n
ABMI-888-NE,2018,y
ABMI-888-SW,2018,n
ABMI-889-NE,2018,y
ABMI-889-SW,2018,n
ABMI-890-NE,2016,y
ABMI-890-NW,2016,n
ABMI-890-NW-b,2016,n
ABMI-890-SE,2016,n
ABMI-890-SW,2016,y
ABMI-891B-NE,2016,y
ABMI-891B-NW,2016,n
ABMI-891B-SE,2016,n
ABMI-891B-SW,2016,n
ABMI-892-NE,2016,y
ABMI-892-NW,2016,n
ABMI-892-SE,2016,n
ABMI-892-SW,2016,y
ABMI-8-NE,2018,n
ABMI-8-SW,2018,y
ABMI-905B-NE,2018,y
ABMI-905B-NW,2018,n
ABMI-905B-SE,2018,n
ABMI-905B-SW,2018,y
ABMI-91-NE,2016,y
ABMI-91-NW,2016,n
ABMI-91-SE,2016,n
ABMI-91-SW,2016,y
ABMI-920-NE,2018,y
ABMI-920-SW,2018,n
ABMI-921-NE,2014,y
ABMI-921-NE,2018,y
ABMI-921-NW,2014,n
ABMI-921-SE,2014,n
ABMI-921-SW,2014,y
ABMI-921-SW,2018,n
ABMI-922-NE,2018,y
ABMI-922-SW,2018,n
ABMI-923-NE,2016,y
ABMI-923-NW,2016,n
ABMI-923-SE,2016,n
ABMI-923-SW,2016,y
ABMI-924-NE,2016,n
ABMI-924-NW,2016,n
ABMI-924-SE,2016,y
ABMI-924-SW,2016,y
ABMI-925-NE,2016,y
ABMI-925-NW,2016,n
ABMI-925-SE,2016,n
ABMI-925-SW,2016,y
ABMI-928-NE,2014,y
ABMI-928-NW,2014,n
ABMI-928-SE,2014,n
ABMI-928-SW,2014,y
ABMI-92-NE,2016,y
ABMI-92-NW,2016,n
ABMI-92-SE,2016,n
ABMI-92-SW,2016,y
ABMI-939-NE,2018,y
ABMI-939-NW,2018,n
ABMI-939-SE,2018,n
ABMI-939-SW,2018,y
ABMI-93-NE,2016,y
ABMI-93-NW,2016,n
ABMI-93-SE,2016,n
ABMI-93-SW,2016,y
ABMI-940-NE,2018,y
ABMI-940-NW,2018,n
ABMI-940-SE,2018,n
ABMI-940-SW,2018,y
ABMI-953-NE,2018,y
ABMI-953-SW,2018,n
ABMI-954-NE,2018,y
ABMI-954-SW,2018,n
ABMI-955-NE,2018,y
ABMI-955-SW,2018,n
ABMI-956-NE,2016,y
ABMI-956-NW,2016,n
ABMI-956-SE,2016,n
ABMI-956-SW,2016,y
ABMI-957-NE,2016,y
ABMI-957-NW,2016,n
ABMI-957-SE,2016,n
ABMI-957-SW,2016,y
ABMI-958-NE,2016,y
ABMI-958-NW,2016,n
ABMI-958-SE,2016,n
ABMI-958-SW,2016,y
ABMI-989-NE,2015,y
ABMI-989-NE-b,2015,y
ABMI-989-NW,2015,n
ABMI-989-SE,2015,n
ABMI-989-SE-b,2015,n
ABMI-989-SW,2015,y
ABMI-990-NE,2015,y
ABMI-990-NE-b,2015,y
ABMI-990-NW,2015,n
ABMI-990-SW,2015,y
ABMI-991-NE,2015,y
ABMI-991-NW,2015,n
ABMI-991-SE,2015,n
ABMI-991-SW,2015,y
ABMI-992-NE,2017,y
ABMI-992-NW,2017,n
ABMI-992-SE,2017,n
ABMI-992-SW,2017,y
ABMI-993-NE,2017,y
ABMI-993-NW,2017,n
ABMI-993-SE,2017,n
ABMI-993-SW,2017,y
ABMI-994-NE,2017,y
ABMI-994-NW,2017,n
ABMI-994-SE,2017,n
ABMI-994-SW,2017,y
ABMI-W1281-CCL,2018,n
ABMI-W1282-CCL,2018,n
ABMI-W1283-CCL,2018,n
ABMI-W1309-CCL,2018,n
ABMI-W1310-CCL,2018,n
ABMI-W1311-CCL,2018,n
ABMI-W1338-CCL,2018,n
ABMI-W1339-CCL,2018,n
ABMI-W1340-CCL,2018,n
ABMI-W1360-CCL,2018,n
ABMI-W1361-CCL,2018,n
ABMI-W1384-CCL,2018,n
ABMI-W1385-CCL,2018,n
ABMI-W1408-CCL,2018,n
ABMI-W1410-CCL,2018,n
ABMI-W1431-CL,2018,n
ABMI-W1432-CCL,2018,n
ABMI-W1433-CCL,2018,n
ABMI-W1440-CL,2018,n
ABMI-W1441-CCL,2018,n
ABMI-W1442-CCL,2018,n
ABMI-W1453-CCL,2018,n
ABMI-W1454-CCL,2018,NA
ABMI-W1455-CL,2018,n
ABMI-W1462-CL,2018,n
ABMI-W1463-CCL,2018,n
ABMI-W1464-CL,2018,n
ABMI-W1474-CCL,2018,n
ABMI-W1486B-1,2016,NA
ABMI-W1497-CL,2018,n
ABMI-W1498-CCL,2018,n
ABMI-W1499-CCL,2018,n
ABMI-W1516-CCL,2018,n
ABMI-W1517-CL,2018,n
ABMI-W1519-1,2016,NA
ABMI-W1535-CCL,2018,n
ABMI-W1536-CCL,2018,n
ABMI-W1537-CCL,2018,n
ABMI-W1538-1,2016,NA
ABMI-W1551-1,2016,NA
ABMI-W1562-CL,2018,n
ABMI-W1579-CL,2018,n
ABMI-W1580-CL,2018,n
ABMI-W1597-CCL,2018,n
ABMI-W1607-CL,2018,n
ABMI-W1608-CL,2018,n
ABMI-W1609-CL,2018,n
ABMI-W1624-CCL,2018,n
ABMI-W1625-CCL,2018,n
ABMI-W1626-CCL,2018,n
ABMI-W1628B-1,2016,NA
ABMI-W1641-CCL,2018,n
ABMI-W1642-CL,2018,n
ABMI-W1643-CCL,2018,n
ABMI-W1645B-1,2016,NA
ABMI-W19-CCL,2018,n
ABMI-W20-CL,2018,n
ABMI-W213-CL,2018,n
ABMI-W237-CCL,2018,n
ABMI-W238-CL,2018,n
ABMI-W239-CCL,2018,n
ABMI-W267-CCL,2018,n
ABMI-W268-CL,2018,n
ABMI-W269-CL,2018,n
ABMI-W297-CL,2018,n
ABMI-W298-CCL,2018,n
ABMI-W299-CCL,2018,n
ABMI-W38-CCL,2018,n
ABMI-W39-CL,2018,n
ABMI-W418-CL,2018,n
ABMI-W419-CL,2018,n
ABMI-W420-CL,2018,n
ABMI-W449-CL,2018,n
ABMI-W450-CL,2018,n
ABMI-W478-CCL,2018,n
ABMI-W479-CL,2018,n
ABMI-W480-CL,2018,NA
ABMI-W605-CL,2018,n
ABMI-W606-CCL,2018,n
ABMI-W607-CCL,2018,n
ABMI-W637-CCL,2018,n
ABMI-W638-CL,2018,n
ABMI-W639-CL,2018,n
ABMI-W669-CCL,2018,n
ABMI-W670-CCL,2018,n
ABMI-W671-CCL,2018,n
ABMI-W679-CCL,2018,n
ABMI-W680-CL,2018,n
ABMI-W681-CCL,2018,n
ABMI-W694-CL,2018,n
ABMI-W695-CL,2018,n
ABMI-W696-CL,2018,n
ABMI-W710-CCL,2018,n
ABMI-W711-CCL,2018,n
ABMI-W712-CCL,2018,n
ABMI-W725-CCL,2018,n
ABMI-W726-CCL,2018,n
ABMI-W727-CL,2018,n
ABMI-W741-CCL,2018,n
ABMI-W742-CL,2018,n
ABMI-W743-CCL,2018,n
ABMI-W756-CCL,2018,n
ABMI-W757-CCL,2018,n
ABMI-W758-CL,2018,n
